# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_36	cds	64496	65629	-	BENMGJ_00838	433.0	5.0e-150	0.920	0.913	0.654	UniRef:UniRef50_A7MNC9
contig_36	cds	65823	66149	+	BENMGJ_00839	-	-	-	-	-	-
contig_36	tRNA	66158	66234	+	BENMGJ_00840	61.8	-	-	-	-	-
contig_36	ncRNA	66244	66294	-	BENMGJ_00841	85.7	2.8e-15	-	-	-	RFAM:RF01388
contig_36	cds	66343	66993	+	BENMGJ_00842	343.0	3.9e-120	0.801	1.0	0.942	UniRef:UniRef50_A0A0H2Z0G4
contig_36	cds	67101	67889	+	BENMGJ_00843	516.0	4.5e-186	1.0	0.900	0.966	UniRef:UniRef50_Q8ZPX9
contig_36	cds	68034	68627	+	BENMGJ_00844	382.0	1.6e-135	1.0	0.916	0.990	UniRef:UniRef50_A9MFK1
contig_36	cds	68696	69544	+	BENMGJ_00845	564.0	1.1e-204	0.982	0.962	0.996	UniRef:UniRef50_A9MFK0
contig_36	cds	69799	70047	-	BENMGJ_00846	158.0	1.6e-50	1.0	0.943	1.0	UniRef:UniRef50_A0A3S5YLN7
contig_36	cds	70364	70909	+	BENMGJ_00847	345.0	2.5e-121	1.0	0.883	0.989	UniRef:UniRef50_P42517
contig_36	cds	71106	71744	+	BENMGJ_00848	358.0	2.0e-125	1.0	0.922	0.882	UniRef:UniRef50_P76249
contig_36	cds	71917	72279	+	BENMGJ_00849	233.0	5.7e-79	0.958	0.871	0.939	UniRef:UniRef50_A9MFJ4
contig_36	cds	72282	72464	+	BENMGJ_00850	110.0	3.6e-32	1.0	0.984	0.850	UniRef:UniRef50_H5V5E1
contig_36	cds	72694	73335	+	BENMGJ_00851	319.0	7.9e-110	0.944	0.863	0.736	UniRef:UniRef50_A0A0J1LR58
contig_36	ncRNA	73385	73452	-	BENMGJ_00852	67.5	4.8e-10	-	-	-	RFAM:RF00057
contig_36	cds	73649	73897	+	BENMGJ_00853	131.0	4.7e-40	0.866	1.0	0.930	UniRef:UniRef50_A0A6G4C7M4
contig_36	cds	74330	74581	+	BENMGJ_00854	131.0	1.2e-39	1.0	0.806	0.675	UniRef:UniRef50_B7LSP3
contig_36	cds	74650	74961	+	BENMGJ_00855	207.0	2.3e-69	1.0	0.851	0.971	UniRef:UniRef50_A0A3Z5DAC2
contig_36	cds	74947	75294	-	BENMGJ_00856	157.0	2.5e-49	0.983	0.926	0.699	UniRef:UniRef50_A0AAQ1K6G5
contig_36	cds	75413	76597	-	BENMGJ_00857	401.0	4.7e-136	0.959	0.848	0.566	UniRef:UniRef50_P76242
contig_36	cds	76698	77492	+	BENMGJ_00858	523.0	7.5e-189	1.049	1.0	0.949	UniRef:UniRef50_A0A0F6TUP4
contig_36	cds	77472	77918	-	BENMGJ_00859	197.0	5.3e-64	0.973	0.935	0.694	UniRef:UniRef50_Q74SD5
contig_36	cds	78124	78231	+	BENMGJ_00860	55.5	3.3e-11	0.886	0.886	0.968	UniRef:UniRef50_A0A248K9U9
contig_36	cds	78228	78755	-	BENMGJ_00861	190.0	4.5e-61	0.943	1.222	0.624	UniRef:UniRef50_A0A6D2G9F2
contig_36	cds	78796	80289	-	BENMGJ_00862	783.0	1.1e-285	0.803	1.0	0.985	UniRef:UniRef50_A0A380AWQ8
contig_36	cds	80930	82216	-	BENMGJ_00863	728.0	6.1e-264	1.091	0.994	0.852	UniRef:UniRef50_P76235
contig_36	cds	82339	84273	-	BENMGJ_00864	1267.0	0.0	1.0	1.0	0.986	BlastRules:WP_001019882
contig_36	cds	84699	85445	+	BENMGJ_00865	445.0	3.3e-158	0.980	0.850	0.840	UniRef:UniRef50_P0A908
contig_36	cds	85735	86931	+	BENMGJ_00866	823.0	5.6e-303	1.0	0.957	0.990	UniRef:UniRef50_A0A3V8BXM0
contig_36	cds	87037	87885	+	BENMGJ_00867	562.0	5.8e-203	0.986	0.801	1.0	UniRef:UniRef50_A0A0U5L5A8
contig_36	cds	87984	88868	-	BENMGJ_00868	491.0	1.2e-176	0.803	1.0	0.987	UniRef:UniRef50_A0A379VRZ1
contig_36	cds	89201	90196	-	BENMGJ_00869	436.0	1.3e-151	1.0	0.838	0.656	UniRef:UniRef50_Q9Z7T0
contig_36	cds	90538	90951	+	BENMGJ_00870	162.0	3.5e-50	0.985	0.813	0.519	UniRef:UniRef50_Q2S1K0
contig_36	cds	90993	91271	+	BENMGJ_00871	118.0	2.0e-34	0.859	0.849	0.709	UniRef:UniRef50_V5Z7U9
contig_36	cds	91623	92279	-	BENMGJ_00872	253.0	7.4e-84	0.931	0.902	0.621	UniRef:UniRef50_A0A380PPY4
contig_36	cds	92306	93394	-	BENMGJ_00873	506.0	5.7e-179	0.934	0.864	0.751	UniRef:UniRef50_P0A962
contig_36	cds	93418	95274	-	BENMGJ_00874	972.0	0.0	0.984	0.854	0.814	UniRef:UniRef50_P08395
contig_36	cds	95448	95999	+	BENMGJ_00875	282.0	1.3e-96	1.0	1.0	0.765	UniRef:UniRef50_A0A2G8E5H3
contig_36	cds	96117	97160	+	BENMGJ_00876	608.0	1.1e-218	1.228	0.998	0.751	UniRef:UniRef50_P16456
contig_36	cds	97138	99114	+	BENMGJ_00877	1240.0	0.0	0.985	0.992	0.948	BlastRules:WP_001140209
contig_36	cds	99144	100487	-	BENMGJ_00878	642.0	3.0e-229	0.987	0.886	0.737	UniRef:UniRef50_A0A2X2V504
contig_36	cds	100726	101001	+	BENMGJ_00879	122.0	5.9e-36	0.989	0.857	0.678	UniRef:UniRef50_P76227
contig_36	cds	100961	101377	-	BENMGJ_00880	181.0	1.1e-57	0.942	0.807	0.700	UniRef:UniRef50_P77788
contig_36	cds	101450	102328	-	BENMGJ_00881	377.0	3.7e-130	0.911	0.861	0.662	UniRef:UniRef50_A0A0X9VYA6
contig_36	cds	102702	103928	+	BENMGJ_00882	690.0	8.3e-251	0.824	0.862	1.0	UniRef:UniRef50_A0A379UNM1
contig_36	cds	103919	104953	+	BENMGJ_00883	631.0	1.5e-228	1.116	0.997	0.820	UniRef:UniRef50_P0AE37
contig_36	cds	104950	106428	+	BENMGJ_00884	671.0	8.8e-239	1.183	1.005	0.610	UniRef:UniRef50_P76217
contig_36	cds	106425	107768	+	BENMGJ_00885	462.0	7.2e-159	0.973	0.897	0.572	UniRef:UniRef50_O50175
contig_36	cds	107761	108729	+	BENMGJ_00886	467.0	4.0e-165	0.997	0.982	0.707	UniRef:UniRef50_A0A8G2AA27
contig_36	cds	108766	108981	+	BENMGJ_00887	148.0	5.7e-47	1.0	1.0	0.972	UniRef:UniRef50_A0A4Z0P2U0
contig_36	cds	109065	109550	+	BENMGJ_00888	296.0	1.9e-102	0.988	0.807	0.994	UniRef:UniRef50_P77754
contig_36	cds	109625	110506	-	BENMGJ_00889	585.0	6.4e-212	1.0	0.869	0.990	UniRef:UniRef50_P76213
contig_36	cds	110627	111454	-	BENMGJ_00890	498.0	5.3e-178	1.0	0.823	0.902	UniRef:UniRef50_P18843
contig_36	cds	111673	112014	+	BENMGJ_00891	186.0	1.7e-60	0.956	0.818	0.796	UniRef:UniRef50_P0ADB1
contig_36	cds	112315	112635	+	BENMGJ_00892	196.0	3.4e-67	1.0	1.0	0.962	BlastRules:WP_000412169
contig_36	cds	112718	114076	+	BENMGJ_00893	672.0	1.7e-241	1.0	0.928	0.743	UniRef:UniRef50_P17334
contig_36	cds	114127	114474	+	BENMGJ_00894	181.0	2.3e-58	1.0	0.885	0.809	UniRef:UniRef50_A0A0C7KBX5
contig_36	cds	114488	115327	+	BENMGJ_00895	403.0	4.8e-142	0.832	0.996	0.853	UniRef:UniRef50_A0A379SJD0
contig_36	cds	115452	116807	+	BENMGJ_00896	835.0	3.8e-306	0.998	0.951	0.909	UniRef:UniRef50_P17411
contig_36	cds	116820	117578	+	BENMGJ_00897	417.0	5.3e-147	0.972	0.854	0.833	UniRef:UniRef50_P37794
contig_36	cds	117622	119874	-	BENMGJ_00898	945.0	0.0	0.951	0.814	0.654	UniRef:UniRef50_P21179
contig_36	cds	120239	120481	+	BENMGJ_00899	132.0	2.7e-40	0.975	0.987	0.795	UniRef:UniRef50_A0A4P8YMC7
contig_36	cds	120583	121974	-	BENMGJ_00900	819.0	8.6e-302	0.998	0.998	0.961	BlastRules:WP_001010696
contig_36	cds	122111	122710	-	BENMGJ_00901	294.0	2.4e-100	0.985	0.845	0.679	UniRef:UniRef50_P64481
contig_36	cds	122848	123516	-	BENMGJ_00902	379.0	9.4e-134	1.0	1.0	0.851	UniRef:UniRef50_A0A264VSC4
contig_36	cds	123665	124201	+	BENMGJ_00903	249.0	1.2e-83	0.944	0.875	0.714	UniRef:UniRef50_A0A0U5GL85
contig_36	cds	124244	125104	-	BENMGJ_00904	511.0	1.1e-183	0.997	0.983	0.839	UniRef:UniRef50_A0A4R3ZD53
contig_36	cds	125211	125501	-	BENMGJ_00905	99.8	6.3e-27	0.948	0.892	0.505	UniRef:UniRef50_A0A4P8YJX2
contig_36	cds	125597	126529	-	BENMGJ_00906	394.0	4.2e-137	0.835	0.884	0.772	UniRef:UniRef50_A0A378BB80
contig_36	cds	126818	127576	+	BENMGJ_00907	300.0	3.1e-101	0.996	0.984	0.578	UniRef:UniRef50_B2VEJ4
contig_36	cds	127625	128584	-	BENMGJ_00908	-	-	-	-	-	-
contig_36	cds	128726	129040	+	BENMGJ_00909	-	-	-	-	-	-
contig_36	cds	129037	129891	+	BENMGJ_00910	540.0	4.4e-195	0.944	0.912	0.989	UniRef:UniRef50_P13717
contig_36	cds	130593	131816	-	BENMGJ_00911	-	-	1.0	1.0	1.0	NCBIProtein:EJJ0789404.1
contig_36	cds	131997	132125	-	BENMGJ_00912	-	-	-	-	-	-
contig_36	cds	132708	134636	+	BENMGJ_00913	1085.0	0.0	0.947	0.891	0.845	UniRef:UniRef50_P0A8M3
contig_37	cds	110	961	-	BENMGJ_00914	501.0	1.1e-179	0.989	0.915	0.907	UniRef:UniRef50_P22634
contig_37	cds	906	2750	-	BENMGJ_00915	976.0	0.0	0.845	1.0	0.873	UniRef:UniRef50_A0A379SA30
contig_37	ncRNA-region	2817	3009	-	-	87.1	8.1e-15	-	-	-	RFAM:RF00174
contig_37	cds	3124	4224	+	BENMGJ_00916	422.0	1.8e-145	0.973	0.908	0.584	UniRef:UniRef50_G4QJS8
contig_37	cds	4271	4630	-	BENMGJ_00917	166.0	2.8e-52	0.966	0.852	0.713	UniRef:UniRef50_P0AF40
contig_37	cds	4646	5281	-	BENMGJ_00918	355.0	3.0e-124	0.981	0.908	0.913	UniRef:UniRef50_A0A085G409
contig_37	cds	5480	6880	+	BENMGJ_00919	668.0	3.0e-238	0.991	0.821	0.688	UniRef:UniRef50_Q8ZA97
contig_37	cds	6863	7780	-	BENMGJ_00920	406.0	1.9e-141	0.948	0.923	0.696	UniRef:UniRef50_A0A7X4LIK5
contig_37	ncRNA	7875	7986	+	BENMGJ_00921	117.8	9.9e-22	-	-	-	RFAM:RF00035
contig_37	cds	8065	9441	-	BENMGJ_00922	823.0	1.2e-300	0.998	0.923	0.919	UniRef:UniRef50_Q9K3D7
contig_37	cds	9558	10334	-	BENMGJ_00923	499.0	3.3e-182	1.0	1.0	1.0	BlastRules:WP_001575262
contig_37	cds	10342	11346	-	BENMGJ_00924	601.0	6.1e-217	1.0	0.884	0.889	UniRef:UniRef50_Q9KNT6
contig_37	cds	11435	12586	+	BENMGJ_00925	729.0	2.8e-266	1.0	0.910	0.914	UniRef:UniRef50_P23908
contig_37	cds	12955	15606	+	BENMGJ_00926	1710.0	0.0	0.976	0.928	0.998	UniRef:UniRef50_P00864
contig_37	cds	15817	17550	+	BENMGJ_00927	1006.0	0.0	0.997	0.971	0.871	UniRef:UniRef50_A8AKW7
contig_37	cds	17711	18547	+	BENMGJ_00928	365.0	4.6e-125	1.011	0.801	0.648	UniRef:UniRef50_P32677
contig_37	cds	18653	18775	-	BENMGJ_00929	-	-	-	-	-	-
contig_37	cds	18802	19464	+	BENMGJ_00930	291.0	2.1e-98	1.0	0.824	0.664	UniRef:UniRef50_P78055
contig_37	cds	19476	20579	+	BENMGJ_00931	457.0	1.4e-159	0.995	0.984	0.636	UniRef:UniRef50_A0A7I8EDJ4
contig_37	cds	20838	21461	+	BENMGJ_00932	416.0	1.6e-148	0.990	0.932	0.985	UniRef:UniRef50_W1F536
contig_37	cds	21519	23699	-	BENMGJ_00933	890.0	7.8e-318	1.040	0.956	0.607	UniRef:UniRef50_Q9R2E9
contig_37	cds	23864	24754	-	BENMGJ_00934	545.0	2.8e-196	1.0	0.871	0.889	UniRef:UniRef50_P0AEZ1
contig_37	cds	24949	26505	-	BENMGJ_00935	936.0	0.0	1.127	0.998	0.807	UniRef:UniRef50_A0A0H3GLG5
contig_37	cds	26641	27765	+	BENMGJ_00936	500.0	4.5e-176	0.979	0.897	0.617	UniRef:UniRef50_A0A0H3GK84
contig_37	cds	28000	28998	+	BENMGJ_00937	634.0	1.8e-230	0.997	0.959	0.988	UniRef:UniRef50_A0A6C7DFN6
contig_37	cds	29001	29858	+	BENMGJ_00938	428.0	1.5e-150	1.035	0.961	0.759	UniRef:UniRef50_A0A0J2K9G6
contig_37	cds	29974	32406	-	BENMGJ_00939	1578.0	0.0	1.012	1.0	0.983	UniRef:UniRef50_A0A379U5A8
contig_37	cds	32409	33569	-	BENMGJ_00940	643.0	1.5e-231	0.997	0.842	0.836	UniRef:UniRef50_P00935
contig_37	cds	33834	34151	+	BENMGJ_00941	153.0	6.6e-48	0.914	0.828	0.750	UniRef:UniRef50_D0I3V4
contig_37	cds	34607	36397	+	BENMGJ_00942	582.0	1.2e-201	1.032	0.995	0.517	UniRef:UniRef50_A0A1D7TFP1
contig_37	ncRNA	36415	36562	-	BENMGJ_00943	189.1	1.3e-32	-	-	-	RFAM:RF01398
contig_37	cds	36598	37260	+	BENMGJ_00944	308.0	3.4e-105	1.005	0.884	0.661	UniRef:UniRef50_S5MXC2
contig_37	cds	37306	37518	-	BENMGJ_00945	99.4	1.8e-27	0.943	0.805	0.621	UniRef:UniRef50_Q491Y5
contig_37	ncRNA-region	37524	37576	-	-	60.6	1.2e-08	-	-	-	RFAM:RF03157
contig_37	cds	37722	39920	+	BENMGJ_00946	1216.0	0.0	0.995	0.804	0.812	UniRef:UniRef50_P17888
contig_37	cds	40075	41100	+	BENMGJ_00947	664.0	1.6e-241	1.0	0.861	0.994	UniRef:UniRef50_P0ACN7
contig_37	cds	41287	42171	+	BENMGJ_00948	349.0	1.0e-119	1.027	1.063	0.752	UniRef:UniRef50_A0A2N5EL23
contig_37	ncRNA-region	42209	42265	+	-	73.1	3.3e-10	-	-	-	RFAM:RF02401
contig_37	cds	42263	42793	+	BENMGJ_00949	221.0	1.7e-72	0.989	0.994	0.638	UniRef:UniRef50_A0A2X5NXA7
contig_37	cds	42803	44134	+	BENMGJ_00950	777.0	2.4e-282	1.178	1.0	0.807	UniRef:UniRef50_P0A6H5
contig_37	cds	44201	45130	+	BENMGJ_00951	372.0	1.8e-127	0.964	0.854	0.644	UniRef:UniRef50_P32166
contig_37	cds	45223	45708	+	BENMGJ_00952	268.0	1.1e-91	0.932	0.993	0.880	UniRef:UniRef50_A0A0H3DX24
contig_37	cds	45930	46169	-	BENMGJ_00953	68.2	6.4e-15	1.0	0.898	0.608	UniRef:UniRef50_A1SZR9
contig_37	cds	46568	47413	+	BENMGJ_00954	384.0	2.3e-133	0.954	0.890	0.668	UniRef:UniRef50_P0AER0
contig_37	cds	47434	48942	+	BENMGJ_00955	872.0	0.0	0.996	0.912	0.842	UniRef:UniRef50_P18157
contig_37	cds	49054	50064	+	BENMGJ_00956	505.0	1.0e-178	1.208	1.0	0.675	UniRef:UniRef50_P0A9C9
contig_37	cds	50161	50907	+	BENMGJ_00957	243.0	6.8e-79	1.020	1.004	0.506	UniRef:UniRef50_A0A0H5C5A9
contig_37	cds	51013	51441	-	BENMGJ_00958	210.0	1.7e-69	0.979	1.0	0.727	UniRef:UniRef50_A0A329HBD2
contig_37	cds	51542	52138	+	BENMGJ_00959	163.0	4.1e-49	0.818	0.831	0.506	UniRef:UniRef50_A0A1H9KI68
contig_37	cds	52251	53018	+	BENMGJ_00960	350.0	1.2e-120	1.110	0.990	0.686	UniRef:UniRef50_Q491Y3
contig_37	cds	53110	53874	-	BENMGJ_00961	508.0	1.4e-183	1.0	0.992	0.992	UniRef:UniRef50_Q8ZKP8
contig_37	cds	53884	54213	-	BENMGJ_00962	206.0	8.9e-69	0.917	0.813	0.990	UniRef:UniRef50_P64461
contig_37	cds	54257	55132	-	BENMGJ_00963	-	-	0.997	0.997	1.0	NCBIProtein:ADX19853.1
contig_37	cds	55161	56183	-	BENMGJ_00964	544.0	1.3e-194	0.985	0.908	0.818	UniRef:UniRef50_P76142
contig_37	cds	56212	57210	-	BENMGJ_00965	619.0	5.7e-227	1.0	1.0	0.997	BlastRules:WP_001681907
contig_37	cds	57210	58253	-	BENMGJ_00966	530.0	1.7e-188	1.086	0.962	0.756	UniRef:UniRef50_P77672
contig_37	cds	58247	59782	-	BENMGJ_00967	612.0	2.0e-216	0.982	0.982	0.627	UniRef:UniRef50_A0A379B5Q6
contig_37	cds	60038	60997	+	BENMGJ_00968	431.0	2.3e-150	0.959	0.850	0.699	UniRef:UniRef50_P76141
contig_37	cds	61085	62677	+	BENMGJ_00969	816.0	2.5e-295	0.977	0.896	0.768	UniRef:UniRef50_P77432
contig_37	cds	62691	63041	+	BENMGJ_00970	-	-	-	-	-	-
contig_37	cds	63278	63442	-	BENMGJ_00971	86.7	6.1e-23	0.981	0.828	0.849	UniRef:UniRef50_A0A637E7B3
contig_37	cds	63540	64262	-	BENMGJ_00972	410.0	3.6e-145	1.0	0.920	0.854	UniRef:UniRef50_Q8ZKR0
contig_37	cds	64325	65365	-	BENMGJ_00973	677.0	5.4e-247	0.991	0.945	0.997	UniRef:UniRef50_H5V429
contig_37	cds	65375	66334	-	BENMGJ_00974	647.0	2.2e-238	1.0	1.0	1.0	BlastRules:WP_000646499
contig_37	cds	66345	67679	-	BENMGJ_00975	505.0	1.3e-175	0.993	0.895	0.587	UniRef:UniRef50_A0A0W8J9J9
contig_37	cds	67944	68699	-	BENMGJ_00976	423.0	5.5e-150	0.988	0.980	0.802	UniRef:UniRef50_A8AL09
contig_37	cds	68800	69789	-	BENMGJ_00977	442.0	6.4e-155	0.979	0.947	0.668	UniRef:UniRef50_A0A085JN90
contig_37	cds	69993	70955	-	BENMGJ_00978	619.0	6.4e-225	1.0	0.909	0.959	UniRef:UniRef50_P0A796
contig_37	cds	71140	72042	-	BENMGJ_00979	-	-	0.987	0.987	0.926	NCBIProtein:BAE77395.1
contig_37	cds	72190	72690	-	BENMGJ_00980	251.0	1.3e-84	0.952	0.873	0.867	UniRef:UniRef50_P0AE85
contig_37	cds	72841	73539	+	BENMGJ_00981	421.0	1.7e-149	1.0	0.869	0.918	UniRef:UniRef50_P0AE88
contig_37	cds	73536	74909	+	BENMGJ_00982	431.0	1.2e-146	0.989	0.983	0.518	UniRef:UniRef50_Q6CZ41
contig_37	cds	74957	75160	-	BENMGJ_00983	131.0	1.6e-40	0.970	0.956	1.0	UniRef:UniRef50_A0A7D8IR39
contig_37	cds	75281	75676	-	BENMGJ_00984	266.0	1.3e-91	1.0	0.862	0.985	UniRef:UniRef50_M1FFF1
contig_37	cds	75688	76377	-	BENMGJ_00985	388.0	1.1e-136	0.983	0.893	0.800	UniRef:UniRef50_P32157
contig_37	cds	76447	77067	-	BENMGJ_00986	397.0	1.1e-140	1.238	1.0	0.792	UniRef:UniRef50_P00448
contig_37	cds	77396	78379	+	BENMGJ_00987	390.0	1.6e-134	0.988	0.939	0.585	UniRef:UniRef50_P43020
contig_37	cds	78398	78913	+	BENMGJ_00988	303.0	2.4e-105	0.942	0.925	1.0	UniRef:UniRef50_A0A447N0K8
contig_37	cds	78906	80213	+	BENMGJ_00989	725.0	3.8e-263	0.949	0.908	0.995	UniRef:UniRef50_A0A083ZVS3
contig_37	cds	80372	81043	-	BENMGJ_00990	433.0	6.2e-155	0.996	0.961	0.901	UniRef:UniRef50_P0A1U8
contig_37	cds	81674	82708	+	BENMGJ_00991	642.0	1.2e-233	1.0	0.980	0.924	UniRef:UniRef50_B7UNM8
contig_37	cds	82705	83553	-	BENMGJ_00992	496.0	1.4e-178	0.855	1.0	0.992	UniRef:UniRef50_G5SJD7
contig_37	cds	83706	84542	-	BENMGJ_00993	438.0	1.0e-154	0.996	0.923	0.769	UniRef:UniRef50_P09377
contig_37	cds	84830	86299	+	BENMGJ_00994	619.0	1.3e-218	1.002	0.889	0.635	UniRef:UniRef50_P32171
contig_37	cds	86296	87555	+	BENMGJ_00995	545.0	6.1e-192	0.998	0.901	0.615	UniRef:UniRef50_O05264
contig_37	cds	87698	88525	+	BENMGJ_00996	526.0	5.2e-190	0.989	0.978	0.915	UniRef:UniRef50_A4WG94
contig_37	cds	88652	89800	+	BENMGJ_00997	734.0	2.4e-268	1.0	0.916	0.995	UniRef:UniRef50_C9Y4L8
contig_37	cds	89797	90111	+	BENMGJ_00998	-	-	-	-	-	-
contig_37	cds	90200	90748	-	BENMGJ_00999	176.0	2.4e-54	0.973	0.851	0.503	UniRef:UniRef50_A0A556CQ68
contig_37	cds	90849	91508	+	BENMGJ_01000	357.0	5.4e-125	0.995	0.948	0.839	UniRef:UniRef50_A8AL36
contig_37	cds	91508	91831	+	BENMGJ_01001	177.0	2.8e-57	0.981	0.972	0.952	UniRef:UniRef50_F0KGR5
contig_37	ncRNA	92059	92116	+	BENMGJ_01002	93.5	1.6e-17	-	-	-	RFAM:RF02054
contig_37	cds	92175	93275	-	BENMGJ_01003	649.0	4.1e-235	1.060	1.0	0.938	UniRef:UniRef50_P32151
contig_37	cds	93458	94489	+	BENMGJ_01004	634.0	2.7e-230	1.029	1.0	0.946	UniRef:UniRef50_A0A5V3WGL7
contig_37	cds	94757	95593	-	BENMGJ_01005	387.0	3.0e-134	0.996	0.850	0.722	UniRef:UniRef50_P32177
contig_37	cds	95788	98838	+	BENMGJ_01006	1630.0	0.0	0.829	1.0	0.922	UniRef:UniRef50_A0A5H7CWS7
contig_37	ncRNA-region	96370	96428	+	-	84.4	2.3e-13	-	-	-	RFAM:RF01989
contig_37	cds	98851	99753	+	BENMGJ_01007	478.0	5.3e-171	1.0	1.210	0.770	UniRef:UniRef50_A0A433ZWY7
contig_37	cds	99750	100385	+	BENMGJ_01008	333.0	1.6e-115	0.934	0.853	0.807	UniRef:UniRef50_P0AEL0
contig_37	cds	100382	101311	+	BENMGJ_01009	447.0	2.8e-158	0.858	1.008	0.864	UniRef:UniRef50_A0A379T1W5
contig_37	cds	101358	101648	-	BENMGJ_01010	142.0	8.9e-44	1.083	0.981	0.721	UniRef:UniRef50_Q5ZRG8
contig_37	cds	101649	101960	-	BENMGJ_01011	144.0	4.7e-44	1.0	0.844	0.680	UniRef:UniRef50_A0A379T353
contig_37	cds	102178	103107	+	BENMGJ_01012	346.0	1.9e-117	0.955	0.897	0.583	UniRef:UniRef50_A0A0T9N2M2
contig_37	cds	103193	103504	+	BENMGJ_01013	213.0	2.7e-71	1.0	0.824	0.990	UniRef:UniRef50_Q8FEM8
contig_37	cds	103501	103947	+	BENMGJ_01014	179.0	7.6e-57	0.973	0.935	0.625	UniRef:UniRef50_A0A455VJY3
contig_37	cds	103962	104903	-	BENMGJ_01015	611.0	1.5e-224	1.0	1.0	0.946	BlastRules:WP_001297068
contig_37	cds	104948	105385	-	BENMGJ_01016	256.0	3.4e-87	0.966	0.903	0.921	UniRef:UniRef50_P0A6M4
contig_37	cds	105382	106161	-	BENMGJ_01017	377.0	6.1e-132	0.838	0.948	0.986	UniRef:UniRef50_A0A379X3E3
contig_37	cds	106248	106847	-	BENMGJ_01018	240.0	1.6e-79	0.970	0.965	0.570	UniRef:UniRef50_A0A1V2BF21
contig_37	cds	107038	107841	-	BENMGJ_01019	445.0	5.8e-158	0.966	0.890	0.880	UniRef:UniRef50_P32144
contig_37	cds	107875	108771	-	BENMGJ_01020	487.0	2.5e-173	1.124	1.0	0.758	UniRef:UniRef50_P32143
contig_37	cds	108936	109832	+	BENMGJ_01021	392.0	1.7e-135	0.980	0.807	0.661	UniRef:UniRef50_P0A9V8
contig_37	cds	109855	110733	+	BENMGJ_01022	564.0	1.6e-206	1.0	1.0	0.993	BlastRules:WP_001067413
contig_37	cds	110749	111990	+	BENMGJ_01023	850.0	1.6e-315	1.0	1.0	0.952	BlastRules:WP_000870946
contig_37	cds	112077	112964	+	BENMGJ_01024	598.0	1.4e-217	1.0	0.939	0.986	UniRef:UniRef50_A7MMT3
contig_37	cds	113053	113928	+	BENMGJ_01025	420.0	5.0e-147	0.979	0.888	0.744	UniRef:UniRef50_D2TUW6
contig_37	cds	114052	116088	+	BENMGJ_01026	849.0	1.8e-303	0.981	0.906	0.568	UniRef:UniRef50_P32138
contig_37	cds	116134	117516	+	BENMGJ_01027	777.0	2.3e-282	0.989	0.890	0.826	UniRef:UniRef50_P32136
contig_37	cds	117562	118980	+	BENMGJ_01028	582.0	3.1e-205	0.958	0.885	0.628	UniRef:UniRef50_P32136
contig_37	cds	119048	119740	+	BENMGJ_01029	448.0	2.0e-160	1.0	0.913	0.904	UniRef:UniRef50_P76773
contig_37	cds	119897	120076	+	BENMGJ_01030	110.0	2.3e-32	1.0	1.0	0.949	UniRef:UniRef50_A0A618ART1
contig_37	cds	120131	121954	-	BENMGJ_01031	758.0	2.1e-269	0.992	0.865	0.641	UniRef:UniRef50_Q9HU67
contig_37	ncRNA	122036	122143	-	BENMGJ_01032	71.7	3.5e-11	-	-	-	RFAM:RF02755
contig_37	cds	122330	123739	+	BENMGJ_01033	631.0	5.6e-225	0.989	0.977	0.657	UniRef:UniRef50_A0A7V8WL33
contig_37	cds	124014	125063	+	BENMGJ_01034	642.0	9.5e-233	0.983	0.896	0.945	UniRef:UniRef50_P0AFB5
contig_37	cds	125072	126481	+	BENMGJ_01035	527.0	1.3e-183	1.049	0.969	0.587	UniRef:UniRef50_A0A519ZKQ6
contig_37	cds	126594	126704	+	BENMGJ_01036	66.6	1.3e-15	1.0	1.0	0.917	UniRef:UniRef50_C1P620
contig_37	cds	126794	128167	-	BENMGJ_01037	840.0	1.3e-307	0.972	0.890	0.921	UniRef:UniRef50_P32131
contig_37	cds	128356	128871	-	BENMGJ_01038	-	-	-	-	-	-
contig_37	ncRNA	128929	129183	-	BENMGJ_01039	310.5	2.2e-44	-	-	-	RFAM:RF00084
contig_37	cds	128990	129187	-	BENMGJ_01040	114.0	6.8e-34	0.969	1.0	0.937	UniRef:UniRef50_A0A3R0BD34
contig_37	cds	129454	130086	+	BENMGJ_01041	286.0	6.5e-97	0.957	0.893	0.741	UniRef:UniRef50_Q8E8J7
contig_37	ncRNA	130163	130282	-	BENMGJ_01042	123.5	1.8e-22	-	-	-	RFAM:RF00021
contig_37	cds	130421	133207	-	BENMGJ_01043	1330.0	0.0	1.013	0.935	0.729	UniRef:UniRef50_G2E0J3
contig_37	cds	133595	134503	+	BENMGJ_01044	535.0	6.8e-192	1.0	0.839	0.844	UniRef:UniRef50_P32129
contig_37	cds	134516	135139	-	BENMGJ_01045	286.0	6.3e-97	1.010	0.843	0.670	UniRef:UniRef50_Q9X6N0
contig_37	cds	135156	136142	-	BENMGJ_01046	564.0	2.8e-202	1.210	1.0	0.713	UniRef:UniRef50_P0C0K3
contig_37	cds	136219	136488	-	BENMGJ_01047	100.0	2.5e-27	0.978	0.837	0.575	UniRef:UniRef50_P0ADP9
