#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	510811	513942	-	acrB	1-3132/3150	========/======	2/2	99.40	85.54	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	513965	515158	-	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	83.33	card	U00096.3:485619-484425	AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	614293	614647	+	ramA	21-375/375	===============	0/0	94.67	80.00	card	JQ727668.1:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	743144	743816	-	kdpE	1-673/678	========/======	2/2	99.12	81.60	card	U00096.3:721733-721055	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	985819	987567	+	msbA	1-1749/1749	===============	0/0	100.00	84.79	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	1030515	1031610	-	OmpA	18-1125/1125	========/======	3/18	97.16	82.90	card	FO834906.1:2175099-2173974	OmpA is a porin that confers resistance to beta-lactam antibiotics.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	1164220	1164942	+	sdiA	1-723/723	===============	0/0	100.00	99.17	card	AE006468.2:2040377-2039654	SdiA is a cell division regulator that is also a positive regulator of AcrAB only when it's expressed from a plasmid. When the sdiA gene is on the chromosome it has no effect on expression of acrAB.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	1355302	1355715	-	H-NS	1-414/414	===============	0/0	100.00	89.13	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;fluoroquinolone;macrolide;penicillin_beta-lactam;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	1504079	1504516	-	AAC(6')-Iy	1-438/438	===============	0/0	100.00	98.40	card	AF144880.1:3541-3979	AAC(6')-Iy is a chromosomal-encoded aminoglycoside acetyltransferase in S. enteritidis and S. enterica. Regulatory mutation required to increase expression of this chromosomally-encoded gene for resistance. In the specific system aminoglycoside resistance was due to a transcriptional fusion secondary to a chromosomal deletion in which the downstream aac(6')-Iy gene was placed under the control of the upstream nmpC promoter.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	1617957	1618306	+	marA	1-350/384	==============.	0/0	91.15	89.14	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	2038217	2039641	-	MdtK	1-1425/1425	===============	0/0	100.00	98.81	card	CP014358.1:2162750-2161325	A multidrug and toxic compound extrusions (MATE) transporter conferring resistance to norfloxacin doxorubicin and acriflavine.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	2173392	2176513	+	mdtB	1-3122/3123	===============	0/0	99.97	81.36	card	U00096.1:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	2176521	2179568	+	mdtC	7-3054/3078	===============	0/0	99.03	81.59	card	U00096.1:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	2312245	2313888	-	YojI	1-1644/1644	========/======	7/10	99.70	80.66	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	2554291	2557404	+	acrD	1-3114/3114	========/======	2/2	99.97	81.89	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	2869782	2870312	+	emrR	1-531/531	===============	0/0	100.00	85.50	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	2870439	2871611	+	emrA	1-1173/1173	========/======	2/2	99.91	82.28	card	AP009048.1:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	2871628	2873166	+	emrB	1-1539/1539	===============	0/0	100.00	84.15	card	U00096.1:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	3270179	3271635	+	TolC	1-1466/1488	========/======	2/9	97.92	81.79	card	FJ768952.1:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penicillin_beta-lactam;peptide;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	3293499	3294316	-	bacA	1-818/822	========/======	2/2	99.39	85.47	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	3531661	3532293	+	CRP	1-633/633	===============	0/0	100.00	87.99	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penicillin_beta-lactam
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	4194764	4196130	-	cpxA	1-1367/1374	===============	0/0	99.49	85.22	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	4707419	4707841	+	FosA7	1-423/423	===============	0/0	100.00	97.16	card	LAPJ01000014.1:36822-37245	FosA7 is an enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.	phosphonic_acid
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	395812	397323	-	mdsC	1-1512/1512	===============	0/0	100.00	98.15	card	AE006468.2:393931-392419	MdsC is the outer membrane channel of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	397286	400453	-	mdsB	1-3168/3168	===============	0/0	100.00	99.27	card	AE006468.2:397061-393893	MdsB is the inner membrane transporter of the multidrug and metal efflux complex MdsABC. mdsB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 (gene name: mexQ) and 2 loci in Pseudomonas aeruginosa LESB58.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	400450	401676	-	mdsA	1-1227/1227	===============	0/0	100.00	98.78	card	AE006468.2:398284-397057	MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	404253	404717	+	golS	1-465/465	===============	0/0	100.00	99.14	card	AE006468.2:400860-401325	GolS is a regulator activated by the presence of golD and promotes the expression of the MdsABC efflux pump.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	532581	535712	-	acrB	1-3132/3150	========/======	2/2	99.40	85.57	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	535735	536928	-	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	83.42	card	U00096.3:485619-484425	AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	803964	804636	-	kdpE	1-673/678	========/======	2/2	99.12	81.60	card	U00096.3:721733-721055	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	1050408	1052156	+	msbA	1-1749/1749	===============	0/0	100.00	85.08	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	1139444	1140533	-	OmpA	18-1125/1125	========/======	4/18	96.89	83.12	card	FO834906.1:2175099-2173974	OmpA is a porin that confers resistance to beta-lactam antibiotics.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	1278040	1278762	+	sdiA	1-723/723	===============	0/0	100.00	99.03	card	AE006468.2:2040377-2039654	SdiA is a cell division regulator that is also a positive regulator of AcrAB only when it's expressed from a plasmid. When the sdiA gene is on the chromosome it has no effect on expression of acrAB.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	1520912	1521325	-	H-NS	1-414/414	===============	0/0	100.00	88.89	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;fluoroquinolone;macrolide;penicillin_beta-lactam;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	1660745	1661182	-	AAC(6')-Iy	1-438/438	===============	0/0	100.00	99.09	card	AF144880.1:3541-3979	AAC(6')-Iy is a chromosomal-encoded aminoglycoside acetyltransferase in S. enteritidis and S. enterica. Regulatory mutation required to increase expression of this chromosomally-encoded gene for resistance. In the specific system aminoglycoside resistance was due to a transcriptional fusion secondary to a chromosomal deletion in which the downstream aac(6')-Iy gene was placed under the control of the upstream nmpC promoter.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	1761776	1762125	+	marA	1-350/384	==============.	0/0	91.15	89.43	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	2224801	2226225	-	MdtK	1-1425/1425	===============	0/0	100.00	98.81	card	CP014358.1:2162750-2161325	A multidrug and toxic compound extrusions (MATE) transporter conferring resistance to norfloxacin doxorubicin and acriflavine.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	2347148	2350269	+	mdtB	1-3122/3123	===============	0/0	99.97	81.36	card	U00096.1:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	2350277	2353324	+	mdtC	7-3054/3078	===============	0/0	99.03	81.53	card	U00096.1:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	2481915	2483558	-	YojI	1-1644/1644	========/======	7/10	99.70	80.35	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	2719179	2722292	+	acrD	1-3114/3114	========/======	2/2	99.97	81.80	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	3005782	3006312	+	emrR	1-531/531	===============	0/0	100.00	85.50	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	3006439	3007611	+	emrA	1-1173/1173	========/======	2/2	99.91	82.45	card	AP009048.1:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	3007628	3009166	+	emrB	1-1539/1539	===============	0/0	100.00	84.41	card	U00096.1:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	3395619	3397075	+	TolC	1-1466/1488	========/======	2/9	97.92	81.72	card	FJ768952.1:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penicillin_beta-lactam;peptide;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	3417620	3418437	-	bacA	1-818/822	========/======	2/2	99.39	85.71	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	3656443	3657075	+	CRP	1-633/633	===============	0/0	100.00	87.99	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penicillin_beta-lactam
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020925.1_ASM2092v1_genomic.fna	NC_011205.1	4295335	4296701	-	cpxA	1-1367/1374	===============	0/0	99.49	85.00	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	393112	394623	-	mdsC	1-1512/1512	===============	0/0	100.00	100.00	card	AE006468.2:393931-392419	MdsC is the outer membrane channel of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	394586	397753	-	mdsB	1-3168/3168	===============	0/0	100.00	100.00	card	AE006468.2:397061-393893	MdsB is the inner membrane transporter of the multidrug and metal efflux complex MdsABC. mdsB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 (gene name: mexQ) and 2 loci in Pseudomonas aeruginosa LESB58.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	397750	398976	-	mdsA	1-1227/1227	===============	0/0	100.00	100.00	card	AE006468.2:398284-397057	MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	401553	402017	+	golS	1-465/465	===============	0/0	100.00	100.00	card	AE006468.2:400860-401325	GolS is a regulator activated by the presence of golD and promotes the expression of the MdsABC efflux pump.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	529959	533090	-	acrB	1-3132/3150	========/======	2/2	99.40	85.76	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	533113	534306	-	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	83.42	card	U00096.3:485619-484425	AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	766841	767513	-	kdpE	1-673/678	========/======	2/2	99.12	81.45	card	U00096.3:721733-721055	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	1028794	1030542	+	msbA	1-1749/1749	===============	0/0	100.00	84.85	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	1119309	1120398	-	OmpA	18-1125/1125	========/======	4/18	96.89	83.12	card	FO834906.1:2175099-2173974	OmpA is a porin that confers resistance to beta-lactam antibiotics.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	1607105	1607454	-	marA	1-350/384	==============.	0/0	91.15	89.14	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	1717335	1717772	+	AAC(6')-Iaa	1-438/438	===============	0/0	100.00	99.77	card	AE006468.2:1707351-1707789	AAC(6')-Iaa is a chromosomal-encoded aminoglycoside acetyltransferase in S. typhimurium.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	1857972	1858385	+	H-NS	1-414/414	===============	0/0	100.00	88.89	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;fluoroquinolone;macrolide;penicillin_beta-lactam;tetracycline
