# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_86	cds	45208	45516	-	OEKLIE_01460	124.0	2.8e-36	0.922	0.832	0.713	UniRef:UniRef50_P0ACV4
contig_86	cds	45666	46430	-	OEKLIE_01461	397.0	5.1e-139	0.984	0.836	0.760	UniRef:UniRef50_P0A924
contig_86	cds	46626	47216	+	OEKLIE_01462	331.0	9.7e-116	0.837	0.943	1.0	UniRef:UniRef50_A0A379AH52
contig_86	cds	47272	49947	-	OEKLIE_01463	1605.0	0.0	0.999	0.999	0.888	UniRef:UniRef50_F7XVC1
contig_86	ncRNA	50082	50293	-	OEKLIE_01464	176.4	5.5e-24	-	-	-	RFAM:RF02079
contig_86	cds	50503	50631	-	OEKLIE_01465	61.2	3.2e-13	1.0	0.808	0.643	UniRef:UniRef50_A0A9Q7ZRY0
contig_86	cds	50924	51898	-	OEKLIE_01466	616.0	3.9e-223	1.0	0.846	0.954	UniRef:UniRef50_P0A9F3
contig_86	cds	52309	54906	-	OEKLIE_01467	1729.0	0.0	1.0	1.0	1.0	BlastRules:WP_000513593
contig_86	cds	55309	55560	+	OEKLIE_01468	111.0	6.2e-32	0.988	0.845	0.659	UniRef:UniRef50_A0A090VX95
contig_86	cds	55602	56642	-	OEKLIE_01469	542.0	3.6e-193	1.0	0.854	0.792	UniRef:UniRef50_P57370
contig_86	cds	56886	57647	+	OEKLIE_01470	379.0	3.8e-132	1.0	0.897	0.751	UniRef:UniRef50_P31808
contig_86	cds	57644	58234	+	OEKLIE_01471	246.0	1.6e-81	0.985	0.828	0.627	UniRef:UniRef50_P0A9H5
contig_86	cds	58321	59196	-	OEKLIE_01472	498.0	1.5e-178	1.0	1.0	0.890	UniRef:UniRef50_F7XXE1
contig_86	cds	59297	59599	-	OEKLIE_01473	115.0	4.0e-33	1.0	0.893	0.570	UniRef:UniRef50_A0A455U6B7
contig_87	cds	217	441	+	OEKLIE_01474	-	-	-	-	-	-
contig_87	cds	445	693	+	OEKLIE_01475	-	-	-	-	-	-
contig_87	cds	686	1288	+	OEKLIE_01476	300.0	1.3e-102	1.0	0.830	0.715	UniRef:UniRef50_A0A2H4TWK9
contig_87	cds	1455	1793	+	OEKLIE_01477	169.0	6.6e-54	1.214	1.0	0.654	UniRef:UniRef50_A0A0H3MIW1
contig_87	cds	1977	2168	+	OEKLIE_01478	123.0	2.7e-37	1.0	1.0	0.952	UniRef:UniRef50_A0A090V739
contig_87	cds	2237	2833	+	OEKLIE_01479	273.0	7.2e-92	1.010	0.870	0.660	UniRef:UniRef50_A0A0H3FJQ0
contig_87	cds	2830	3123	+	OEKLIE_01480	151.0	1.6e-47	0.969	0.959	0.702	UniRef:UniRef50_I2NMH0
contig_87	cds	3120	3698	+	OEKLIE_01481	182.0	9.1e-57	0.969	0.949	0.538	UniRef:UniRef50_Q8Z611
contig_87	cds	4091	4279	+	OEKLIE_01482	114.0	1.2e-33	0.984	0.803	0.820	UniRef:UniRef50_A0A348DDS2
contig_87	ncRNA	4187	4283	+	OEKLIE_01483	109.6	6.2e-18	-	-	-	RFAM:RF01392
contig_87	cds	4476	4784	+	OEKLIE_01484	173.0	4.4e-56	0.882	1.0	0.944	UniRef:UniRef50_A0A731XZK9
contig_87	cds	4762	5250	+	OEKLIE_01485	209.0	5.0e-68	0.938	0.869	0.658	UniRef:UniRef50_A7MWB5
contig_87	cds	5235	6158	+	OEKLIE_01486	399.0	6.4e-138	0.971	0.821	0.654	UniRef:UniRef50_A0A379TUL1
contig_87	cds	6155	6619	+	OEKLIE_01487	237.0	1.8e-79	1.013	0.907	0.827	UniRef:UniRef50_A0A5Y3VZZ0
contig_87	cds	7126	7755	+	OEKLIE_01488	374.0	1.5e-131	1.148	0.996	0.846	UniRef:UniRef50_A0A0J8YC31
contig_87	cds	7758	9377	+	OEKLIE_01489	795.0	1.9e-287	1.0	0.969	0.683	UniRef:UniRef50_A0A1G8LFH8
contig_87	cds	9379	10848	+	OEKLIE_01490	797.0	1.8e-289	1.063	0.998	0.752	UniRef:UniRef50_A0A1G5RDL3
contig_87	cds	10919	11452	+	OEKLIE_01491	304.0	2.5e-105	1.0	0.937	0.831	UniRef:UniRef50_A0A2V4G903
contig_87	cds	11504	12781	+	OEKLIE_01492	-	-	-	-	-	-
contig_87	cds	12793	13296	+	OEKLIE_01493	213.0	8.2e-70	1.030	1.0	0.628	UniRef:UniRef50_A0A089Q397
contig_87	cds	13308	14255	+	OEKLIE_01494	544.0	1.2e-195	0.994	0.975	0.831	UniRef:UniRef50_A0A089Q4B0
contig_87	cds	14305	14673	+	OEKLIE_01495	-	-	-	-	-	-
contig_87	cds	14642	15052	+	OEKLIE_01496	177.0	1.6e-56	1.015	1.007	0.645	UniRef:UniRef50_A0AAN2RCY8
contig_87	cds	15049	15558	+	OEKLIE_01497	196.0	1.1e-62	0.982	0.933	0.651	UniRef:UniRef50_A0A927DYL2
contig_87	cds	15558	15962	+	OEKLIE_01498	231.0	4.5e-78	1.0	0.993	0.828	UniRef:UniRef50_A0A0H3GM94
contig_87	cds	15955	16500	+	OEKLIE_01499	243.0	3.3e-81	0.950	0.915	0.640	UniRef:UniRef50_A0AAF1K756
contig_87	cds	16504	17649	+	OEKLIE_01500	544.0	1.3e-193	0.966	0.948	0.739	UniRef:UniRef50_V2UY68
contig_87	cds	17661	18101	+	OEKLIE_01501	188.0	1.2e-60	1.0	1.0	0.651	UniRef:UniRef50_A0A089Q504
contig_87	cds	18105	18557	+	OEKLIE_01502	160.0	3.3e-49	1.080	0.976	0.556	UniRef:UniRef50_A0A0H3GWG5
contig_87	cds	18735	20687	+	OEKLIE_01503	637.0	1.8e-221	1.046	1.010	0.525	UniRef:UniRef50_A0A2U3ERW4
contig_87	cds	20687	21337	+	OEKLIE_01504	257.0	9.9e-86	0.921	0.980	0.673	UniRef:UniRef50_A0A495AKN4
contig_87	cds	21341	21643	+	OEKLIE_01505	191.0	3.6e-63	0.970	0.882	0.948	UniRef:UniRef50_A0A090V809
contig_87	cds	21646	22680	+	OEKLIE_01506	442.0	4.7e-154	1.073	0.997	0.615	UniRef:UniRef50_A0A2U3ES09
contig_87	cds	22677	23012	+	OEKLIE_01507	179.0	8.1e-58	1.018	0.950	0.761	UniRef:UniRef50_A0A0H3GMA4
contig_87	cds	23019	23336	-	OEKLIE_01508	119.0	1.3e-34	0.914	0.897	0.625	UniRef:UniRef50_A0A7T8FK71
contig_87	cds	23455	23616	+	OEKLIE_01509	75.5	1.5e-18	0.962	0.810	0.765	UniRef:UniRef50_A0A2N0W400
contig_87	ncRNA	23620	23687	-	OEKLIE_01510	49.8	7.2e-08	-	-	-	RFAM:RF00262
contig_87	cds	23689	24249	+	OEKLIE_01511	350.0	6.3e-123	1.0	0.869	0.941	UniRef:UniRef50_A0A7T8FKB9
contig_87	cds	24314	25099	+	OEKLIE_01512	331.0	1.6e-112	1.0	0.831	0.621	UniRef:UniRef50_C0PYF6
contig_87	cds	25163	25918	+	OEKLIE_01513	357.0	1.5e-123	0.988	0.925	0.726	UniRef:UniRef50_A0AAJ1FS02
contig_87	cds	25918	26271	+	OEKLIE_01514	202.0	8.0e-67	1.0	0.818	0.838	UniRef:UniRef50_A0A068R0J8
contig_87	cds	26272	27471	+	OEKLIE_01515	620.0	9.9e-223	1.078	0.995	0.760	UniRef:UniRef50_A0A2V4G8Y3
contig_87	cds	27468	28148	+	OEKLIE_01516	319.0	6.1e-110	1.0	1.023	0.677	UniRef:UniRef50_A0A090V8T8
contig_87	cds	28158	29372	+	OEKLIE_01517	-	-	-	-	-	-
contig_87	cds	29379	29783	+	OEKLIE_01518	-	-	-	-	-	-
contig_87	cds	30555	31202	-	OEKLIE_01519	257.0	2.7e-85	0.986	0.906	0.623	UniRef:UniRef50_E0SJJ6
contig_87	cds	31259	31525	-	OEKLIE_01520	156.0	1.3e-49	1.0	0.957	0.886	UniRef:UniRef50_A0A5U3ITY2
contig_87	tRNA	31575	31777	+	OEKLIE_01521	36.9	-	-	-	-	-
contig_87	cds	31916	32596	-	OEKLIE_01522	-	-	1.0	1.0	1.0	NCBIProtein:EBL5220899.1
contig_87	cds	32818	33693	-	OEKLIE_01523	422.0	1.7e-150	1.0	1.0	1.0	BlastRules:WP_001123045
contig_87	ncRNA	33813	33911	+	OEKLIE_01524	114.2	8.5e-19	-	-	-	RFAM:RF01392
contig_87	cds	34241	34582	-	OEKLIE_01525	229.0	6.1e-80	1.0	1.0	1.0	BlastRules:WP_000444724
contig_87	cds	34599	36284	-	OEKLIE_01526	1129.0	0.0	1.0	1.0	1.0	BlastRules:WP_001166946
contig_87	cds	36787	36897	-	OEKLIE_01527	63.5	2.6e-14	1.0	0.800	0.889	UniRef:UniRef50_A0A344R8J7
contig_87	cds	37006	38568	-	OEKLIE_01528	706.0	3.6e-252	0.963	0.884	0.699	UniRef:UniRef50_Q8ZQ55
contig_87	cds	38648	40012	-	OEKLIE_01529	447.0	4.7e-153	0.980	0.945	0.553	UniRef:UniRef50_A0A090V098
contig_87	cds	40005	40742	-	OEKLIE_01530	334.0	9.1e-115	0.976	0.909	0.707	UniRef:UniRef50_A7MQ73
contig_87	cds	40821	41231	+	OEKLIE_01531	184.0	4.5e-59	1.007	0.907	0.664	UniRef:UniRef50_P76341
contig_87	cds	41564	42076	-	OEKLIE_01532	311.0	6.2e-108	1.212	1.0	0.806	UniRef:UniRef50_Q48441
contig_87	cds	42094	43656	-	OEKLIE_01533	939.0	0.0	1.0	1.0	0.860	UniRef:UniRef50_Q8RQQ0
contig_87	cds	43874	44314	-	OEKLIE_01534	153.0	1.7e-46	0.932	0.861	0.551	UniRef:UniRef50_A0A3G2I901
contig_87	cds	44589	45878	+	OEKLIE_01535	683.0	1.6e-246	1.068	0.987	0.766	UniRef:UniRef50_Q9RPU5
contig_87	cds	45875	47341	+	OEKLIE_01536	766.0	2.6e-278	0.818	0.887	0.957	UniRef:UniRef50_A0A379Y2E1
contig_87	cds	47343	48194	+	OEKLIE_01537	510.0	2.4e-183	1.0	0.990	0.848	UniRef:UniRef50_Q05353
contig_87	cds	48204	48584	+	OEKLIE_01538	155.0	6.3e-48	1.056	1.0	0.549	UniRef:UniRef50_A0A0Q4MX92
contig_87	cds	48727	49530	+	OEKLIE_01539	300.0	4.0e-101	0.966	0.966	0.609	UniRef:UniRef50_A0A7C7TDD5
contig_87	cds	49541	50332	+	OEKLIE_01540	326.0	2.4e-111	0.954	0.937	0.665	UniRef:UniRef50_A0AA86GN07
contig_87	cds	50404	51780	+	OEKLIE_01541	422.0	2.4e-143	0.934	0.955	0.521	UniRef:UniRef50_A0A379SYB7
contig_87	cds	51790	52686	+	OEKLIE_01542	534.0	1.6e-192	0.987	0.993	0.874	UniRef:UniRef50_A0A024L854
contig_87	cds	52700	53638	+	OEKLIE_01543	605.0	1.0e-219	1.067	1.0	0.928	UniRef:UniRef50_A9MH55
contig_87	cds	54046	54408	-	OEKLIE_01544	154.0	7.6e-48	0.925	0.895	0.595	UniRef:UniRef50_Q9F0N8
contig_87	cds	55062	55367	-	OEKLIE_01545	137.0	1.0e-41	0.990	0.943	0.680	UniRef:UniRef50_S3IMF7
contig_87	cds	55367	56287	-	OEKLIE_01546	563.0	1.7e-203	1.0	1.0	0.915	UniRef:UniRef50_A8AI78
contig_87	cds	56522	56884	+	OEKLIE_01547	98.6	9.6e-26	0.908	0.838	0.532	UniRef:UniRef50_A0A4U9VX74
contig_87	cds	56933	58819	+	OEKLIE_01548	788.0	2.7e-281	1.072	1.004	0.593	UniRef:UniRef50_A0A4R6EHQ2
contig_87	cds	58816	59439	+	OEKLIE_01549	318.0	6.3e-110	0.913	0.887	0.836	UniRef:UniRef50_A0A379S8L7
contig_87	cds	59429	59935	+	OEKLIE_01550	323.0	3.3e-113	0.988	0.912	0.976	UniRef:UniRef50_A0A085GBW5
contig_87	cds	60068	61309	+	OEKLIE_01551	830.0	2.4e-305	1.0	0.956	1.0	UniRef:UniRef50_P19926
contig_87	cds	61343	61570	-	OEKLIE_01552	120.0	4.8e-36	0.880	0.917	0.909	UniRef:UniRef50_A0A4P0XXM7
contig_87	cds	61591	62187	-	OEKLIE_01553	307.0	1.6e-105	0.995	0.849	0.761	UniRef:UniRef50_Q2RXG7
contig_87	cds	62572	62739	+	OEKLIE_01554	-	-	-	-	-	-
contig_87	cds	62876	63514	+	OEKLIE_01555	-	-	-	-	-	-
contig_87	cds	63511	63906	-	OEKLIE_01556	196.0	4.5e-64	1.0	0.885	0.779	UniRef:UniRef50_A0A6N3HGW7
contig_87	cds	63965	65866	-	OEKLIE_01557	951.0	0.0	0.913	1.0	0.837	UniRef:UniRef50_A0A376VJX6
contig_88	cds	266	409	-	OEKLIE_01558	-	-	-	-	-	-
contig_88	cds	573	857	-	OEKLIE_01559	-	-	-	-	-	-
contig_88	tRNA	1155	1241	-	OEKLIE_01560	71.7	-	-	-	-	-
contig_88	tRNA	1253	1326	-	OEKLIE_01561	63.0	-	-	-	-	-
contig_88	tRNA	1379	1454	-	OEKLIE_01562	83.4	-	-	-	-	-
contig_88	cds	1606	1863	-	OEKLIE_01563	-	-	-	-	-	-
contig_88	cds	1826	2155	-	OEKLIE_01564	-	-	-	-	-	-
contig_88	cds	2212	4044	-	OEKLIE_01565	902.0	0.0	0.803	1.0	0.931	UniRef:UniRef50_A0A2X4TNL3
contig_88	cds	4041	4697	-	OEKLIE_01566	359.0	3.5e-125	0.995	0.807	0.862	UniRef:UniRef50_P0AED5
contig_88	cds	5161	5385	+	OEKLIE_01567	120.0	8.9e-36	1.122	1.0	0.807	UniRef:UniRef50_A0A1C4GES6
contig_88	cds	5452	6174	-	OEKLIE_01568	339.0	1.5e-116	1.0	0.854	0.667	UniRef:UniRef50_P07026
contig_88	cds	6406	7158	-	OEKLIE_01569	374.0	1.2e-130	0.992	0.980	0.778	UniRef:UniRef50_A0A0E1NIK3
contig_88	cds	7155	7823	-	OEKLIE_01570	351.0	4.7e-122	0.991	0.846	0.823	UniRef:UniRef50_P0AFT2
contig_88	cds	7844	8830	-	OEKLIE_01571	419.0	4.1e-146	0.997	0.991	0.636	UniRef:UniRef50_A0AAP1MTS7
contig_88	cds	8984	9784	-	OEKLIE_01572	485.0	6.1e-174	1.0	0.974	0.940	UniRef:UniRef50_N2IXY8
contig_88	cds	9931	10482	-	OEKLIE_01573	244.0	7.2e-81	1.0	0.832	0.650	UniRef:UniRef50_P52627
contig_88	cds	10541	11260	-	OEKLIE_01574	390.0	1.0e-136	1.0	0.805	0.866	UniRef:UniRef50_P0AEM6
contig_88	cds	11529	11987	-	OEKLIE_01575	325.0	8.3e-117	1.0	1.0	1.0	IS:IS200F
contig_88	ncRNA	11997	12120	-	OEKLIE_01576	149.1	6.5e-24	-	-	-	RFAM:RF01405
contig_88	cds	12168	13373	-	OEKLIE_01577	796.0	1.4e-294	1.0	1.0	1.0	BlastRules:WP_000659236
contig_88	cds	13452	14939	-	OEKLIE_01578	439.0	1.2e-148	1.004	1.012	0.600	UniRef:UniRef50_I0LF45
contig_88	cds	15196	16599	+	OEKLIE_01579	-	-	-	-	-	-
contig_88	cds	16614	17021	+	OEKLIE_01580	238.0	1.8e-80	0.948	0.815	0.992	UniRef:UniRef50_P26609
contig_88	cds	17021	17389	+	OEKLIE_01581	-	-	-	-	-	-
contig_88	cds	17461	18945	+	OEKLIE_01582	851.0	1.1e-309	1.0	0.832	0.796	UniRef:UniRef50_P26612
contig_88	cds	18985	19410	-	OEKLIE_01583	194.0	3.9e-63	0.936	0.964	0.697	UniRef:UniRef50_A0A7T0E0F8
contig_88	cds	19596	20729	+	OEKLIE_01584	447.0	1.9e-154	0.989	0.848	0.563	UniRef:UniRef50_Q82T84
contig_88	cds	20797	21030	+	OEKLIE_01585	101.0	3.0e-28	1.0	0.928	0.597	UniRef:UniRef50_A0A066RAR0
contig_88	cds	21801	22115	-	OEKLIE_01586	117.0	9.4e-34	1.0	0.889	0.635	UniRef:UniRef50_A0A0U5GMW4
contig_88	cds	22332	24014	+	OEKLIE_01587	690.0	8.0e-245	1.014	0.936	0.657	UniRef:UniRef50_P15928
contig_88	cds	24007	25002	+	OEKLIE_01588	502.0	8.3e-178	1.154	1.0	0.733	UniRef:UniRef50_Q7VYE6
contig_88	cds	24995	25702	+	OEKLIE_01589	-	-	-	-	-	-
contig_88	cds	25702	27072	+	OEKLIE_01590	706.0	5.1e-256	1.0	1.132	0.822	UniRef:UniRef50_A0A484X499
contig_88	cds	27094	27537	+	OEKLIE_01591	246.0	2.0e-83	0.993	0.973	0.877	UniRef:UniRef50_P52613
contig_88	cds	27534	28751	+	OEKLIE_01592	-	-	-	-	-	-
contig_88	cds	28856	29323	+	OEKLIE_01593	149.0	2.8e-44	1.026	0.841	0.528	UniRef:UniRef50_A1JSW4
contig_88	cds	29328	30332	+	OEKLIE_01594	664.0	5.1e-242	1.0	0.874	1.0	UniRef:UniRef50_P06974
contig_88	cds	30329	30742	+	OEKLIE_01595	205.0	3.3e-67	1.139	1.0	0.699	UniRef:UniRef50_P15070
contig_88	cds	30742	31119	+	OEKLIE_01596	197.0	1.3e-64	1.016	1.0	0.843	UniRef:UniRef50_P0A1L1
contig_88	cds	31119	31856	+	OEKLIE_01597	453.0	2.4e-164	1.0	1.0	1.0	BlastRules:WP_001253410
contig_88	cds	31866	32135	+	OEKLIE_01598	129.0	1.1e-38	1.0	0.824	0.764	UniRef:UniRef50_P0AC07
contig_88	cds	32144	32938	+	OEKLIE_01599	492.0	2.1e-176	1.0	0.871	1.0	UniRef:UniRef50_P54702
contig_88	cds	33220	33843	+	OEKLIE_01600	358.0	1.2e-125	1.0	0.892	0.879	UniRef:UniRef50_P0DMC9
contig_88	cds	33882	34076	-	OEKLIE_01601	123.0	2.9e-37	0.969	0.984	0.903	UniRef:UniRef50_Q8ZFN8
contig_88	cds	34205	34432	+	OEKLIE_01602	134.0	1.9e-43	1.0	1.0	0.920	BlastRules:WP_000844800
contig_88	ncRNA	34446	34529	-	OEKLIE_01603	96.9	2.1e-17	-	-	-	RFAM:RF00014
contig_88	cds	34742	35557	+	OEKLIE_01604	436.0	7.5e-154	0.993	0.854	0.762	UniRef:UniRef50_P76329
contig_88	cds	35536	37248	-	OEKLIE_01605	655.0	3.0e-231	0.986	0.967	0.575	UniRef:UniRef50_P76330
contig_88	cds	37413	37598	-	OEKLIE_01606	-	-	-	-	-	-
contig_88	cds	37675	38586	-	OEKLIE_01607	526.0	2.5e-188	1.0	0.858	0.934	UniRef:UniRef50_A0A0U3TAT1
contig_88	cds	38762	39682	+	OEKLIE_01608	562.0	4.6e-203	0.984	0.929	0.993	UniRef:UniRef50_A0A7U3Z0B7
contig_88	cds	39671	40141	-	OEKLIE_01609	259.0	9.9e-88	0.994	0.824	0.787	UniRef:UniRef50_P09184
contig_88	cds	40122	41552	-	OEKLIE_01610	621.0	5.7e-221	0.929	0.919	0.692	UniRef:UniRef50_A0A014NA45
contig_88	cds	41626	42321	-	OEKLIE_01611	242.0	5.5e-79	0.961	0.874	0.554	UniRef:UniRef50_A0A0U5GN06
contig_88	cds	42413	42712	-	OEKLIE_01612	112.0	1.1e-31	0.909	0.841	0.589	UniRef:UniRef50_I2B7X6
contig_88	ncRNA	42968	43062	+	OEKLIE_01613	96.7	2.2e-13	-	-	-	RFAM:RF01401
contig_88	cds	43362	44558	+	OEKLIE_01614	777.0	3.1e-287	1.0	1.0	1.0	BlastRules:WP_001080666
contig_88	ncRNA	44783	44861	-	OEKLIE_01615	111.6	1.5e-17	-	-	-	RFAM:RF02077
contig_88	ncRNA-region	44979	45376	-	-	102.5	4.3e-12	-	-	-	RFAM:RF01766
contig_88	cds	45018	45230	-	OEKLIE_01616	111.0	3.7e-32	1.0	0.824	0.729	UniRef:UniRef50_A7ME79
contig_88	cds	45685	46953	-	OEKLIE_01617	833.0	1.4e-305	1.005	0.896	0.983	UniRef:UniRef50_P22494
contig_88	cds	46956	47375	-	OEKLIE_01618	203.0	1.2e-66	1.0	0.933	0.705	UniRef:UniRef50_A0A2X2GI67
contig_88	tRNA	47966	48036	-	OEKLIE_01619	39.8	-	-	-	-	-
contig_88	cds	48728	49735	+	OEKLIE_01620	-	-	1.0	1.0	1.0	NCBIProtein:CBW18025.1
contig_88	cds	49736	49885	-	OEKLIE_01621	-	-	-	-	-	-
contig_88	cds	50020	50589	-	OEKLIE_01622	194.0	8.3e-62	0.857	0.926	0.667	UniRef:UniRef50_A0A402Q9N6
contig_88	cds	50589	52151	-	OEKLIE_01623	706.0	4.4e-254	0.860	0.980	0.805	UniRef:UniRef50_A0A2C9P7W6
contig_88	cds	52138	52725	-	OEKLIE_01624	300.0	6.3e-103	0.990	0.937	0.694	UniRef:UniRef50_A0AAE7X1N1
contig_88	cds	52728	53249	-	OEKLIE_01625	347.0	3.3e-122	1.0	0.883	1.0	UniRef:UniRef50_D4E9S8
contig_88	cds	53284	53808	-	OEKLIE_01626	345.0	8.5e-122	1.006	0.962	0.994	UniRef:UniRef50_G5QGC3
contig_88	cds	53801	54214	-	OEKLIE_01627	162.0	2.6e-50	0.971	0.853	0.602	UniRef:UniRef50_A0AAE8BVH1
contig_88	cds	54219	54752	-	OEKLIE_01628	222.0	7.3e-73	0.983	0.961	0.638	UniRef:UniRef50_A0A6I6DHN0
contig_88	cds	54752	55810	-	OEKLIE_01629	657.0	2.9e-239	0.932	0.927	0.997	UniRef:UniRef50_A0A4P7L9N0
contig_88	cds	55807	57147	-	OEKLIE_01630	815.0	9.4e-298	0.957	0.842	0.977	UniRef:UniRef50_A0A7Y6NBE7
contig_88	cds	57181	59109	-	OEKLIE_01631	862.0	8.9e-310	1.104	1.001	0.709	UniRef:UniRef50_A0A6C6Z2L4
contig_88	cds	59194	59520	-	OEKLIE_01632	119.0	3.0e-34	0.972	0.963	0.543	UniRef:UniRef50_A0A0A0GYA8
contig_88	cds	59517	59873	-	OEKLIE_01633	184.0	1.2e-59	0.992	0.880	0.838	UniRef:UniRef50_D4F804
contig_88	cds	59873	61369	-	OEKLIE_01634	562.0	3.7e-195	1.233	0.992	0.516	UniRef:UniRef50_A0A6G5XXR1
contig_88	cds	61359	61523	-	OEKLIE_01635	-	-	-	-	-	-
contig_88	cds	61527	62087	-	OEKLIE_01636	254.0	5.3e-85	0.914	0.833	0.718	UniRef:UniRef50_D4F807
contig_88	cds	62084	62596	-	OEKLIE_01637	209.0	5.0e-68	1.053	0.957	0.637	UniRef:UniRef50_E9CK53
contig_88	cds	62568	62972	-	OEKLIE_01638	195.0	1.4e-63	0.948	0.864	0.732	UniRef:UniRef50_A0A192Y6C2
contig_88	cds	62969	63292	-	OEKLIE_01639	149.0	1.9e-46	1.0	0.991	0.664	UniRef:UniRef50_B7LJM3
contig_88	cds	63295	63495	-	OEKLIE_01640	-	-	-	-	-	-
contig_88	cds	63546	64751	-	OEKLIE_01641	676.0	8.7e-246	0.915	0.995	0.956	UniRef:UniRef50_A0A973HW41
contig_88	cds	64766	65416	-	OEKLIE_01642	355.0	3.3e-124	1.0	1.005	0.870	UniRef:UniRef50_Q2SDM0
contig_88	cds	65394	66233	-	OEKLIE_01643	555.0	9.6e-201	1.0	0.853	0.989	UniRef:UniRef50_A0A484Z373
contig_89	cds	821	2458	-	OEKLIE_01644	698.0	2.6e-248	0.982	0.887	0.637	UniRef:UniRef50_Q8P9Z6
contig_89	cds	2686	3486	-	OEKLIE_01645	429.0	3.8e-152	0.857	0.934	0.930	UniRef:UniRef50_A0A2X3LT85
contig_89	cds	4254	4550	-	OEKLIE_01646	-	-	-	-	-	-
contig_89	cds	4516	4803	-	OEKLIE_01647	176.0	6.7e-57	1.0	0.805	0.989	UniRef:UniRef50_A0A379UVE7
contig_89	cds	4956	7190	-	OEKLIE_01648	932.0	0.0	1.081	1.004	0.592	UniRef:UniRef50_P55133
contig_89	cds	7242	8537	-	OEKLIE_01649	731.0	1.8e-265	1.0	0.923	0.826	UniRef:UniRef50_P55135
contig_89	cds	8595	11351	+	OEKLIE_01650	1385.0	0.0	0.832	0.973	0.927	UniRef:UniRef50_A0A379TNR5
contig_89	cds	11395	12537	-	OEKLIE_01651	526.0	2.5e-186	1.068	0.998	0.692	UniRef:UniRef50_A0A1E3WRF7
contig_89	cds	12615	13955	-	OEKLIE_01652	774.0	3.2e-281	1.141	0.994	0.752	UniRef:UniRef50_P0AES2
contig_89	cds	13976	15316	-	OEKLIE_01653	564.0	2.3e-198	1.150	1.002	0.569	UniRef:UniRef50_P0AES2
contig_89	cds	15313	16671	-	OEKLIE_01654	868.0	0.0	0.996	1.0	0.967	BlastRules:WP_000097072
contig_89	cds	17152	17601	-	OEKLIE_01655	196.0	1.1e-63	0.966	0.941	0.646	UniRef:UniRef50_Q47418
contig_89	cds	17620	18402	-	OEKLIE_01656	353.0	8.6e-122	0.977	0.861	0.665	UniRef:UniRef50_P0AA41
contig_89	cds	18402	18731	-	OEKLIE_01657	216.0	2.8e-72	1.0	0.813	0.963	UniRef:UniRef50_Q46919
contig_89	ncRNA	18771	19126	-	OEKLIE_01658	370.2	2.3e-40	-	-	-	RFAM:RF00018
contig_89	cds	19343	19888	-	OEKLIE_01659	210.0	1.1e-67	0.989	0.852	0.559	UniRef:UniRef50_Q8CZY7
contig_89	cds	19957	20805	+	OEKLIE_01660	424.0	4.2e-149	1.0	0.895	0.730	UniRef:UniRef50_Q46920
contig_89	cds	20918	22282	+	OEKLIE_01661	849.0	5.6e-314	0.998	0.998	0.945	BlastRules:WP_000627995
contig_89	cds	22847	24136	+	OEKLIE_01662	778.0	1.7e-286	1.0	1.0	0.956	BlastRules:WP_000450476
contig_89	cds	24195	25562	+	OEKLIE_01663	853.0	1.3e-315	1.0	1.0	0.943	BlastRules:WP_000626422
contig_89	cds	25733	26488	+	OEKLIE_01664	273.0	1.6e-90	1.008	0.894	0.538	UniRef:UniRef50_Q9KTK4
contig_89	cds	26580	27728	-	OEKLIE_01665	417.0	6.5e-143	1.003	0.880	0.569	UniRef:UniRef50_P0A9S1
contig_89	cds	27745	28392	-	OEKLIE_01666	344.0	1.1e-120	0.828	1.0	0.972	UniRef:UniRef50_A0A4P0YET0
contig_89	cds	28947	30263	+	OEKLIE_01667	717.0	6.9e-261	0.895	0.995	0.926	UniRef:UniRef50_A0A376LAT6
contig_89	cds	30295	32070	+	OEKLIE_01668	989.0	0.0	0.843	0.947	0.990	UniRef:UniRef50_A0A379VKL4
contig_89	cds	32171	33589	+	OEKLIE_01669	578.0	1.9e-203	1.015	0.943	0.612	UniRef:UniRef50_P11553
contig_89	cds	33591	34013	+	OEKLIE_01670	250.0	2.6e-85	1.0	0.972	0.886	UniRef:UniRef50_A0A7Y7YN01
contig_89	cds	34071	34781	+	OEKLIE_01671	292.0	3.5e-98	0.979	0.811	0.632	UniRef:UniRef50_A0A0T9LLI8
contig_89	cds	34840	35940	-	OEKLIE_01672	589.0	4.6e-211	1.137	1.0	0.697	UniRef:UniRef50_P0ADR6
contig_89	cds	35933	36328	-	OEKLIE_01673	255.0	1.3e-87	1.0	0.985	1.0	UniRef:UniRef50_B5RDV9
contig_89	cds	36347	37264	-	OEKLIE_01674	590.0	1.3e-216	1.0	1.0	0.984	BlastRules:WP_000044401
contig_89	cds	37221	37343	-	OEKLIE_01675	-	-	-	-	-	-
contig_89	ncRNA	37392	37597	+	OEKLIE_01676	190.0	3.2e-25	-	-	-	RFAM:RF00022
contig_89	cds	37611	37838	-	OEKLIE_01677	108.0	4.3e-31	0.973	0.811	0.726	UniRef:UniRef50_P65292
