#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_111	22983	23294	-	OEKLIE_04072	11.4	10.3	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_111	47978	48127	+	OEKLIE_04096	5.7	9.7		
contig_111	68559	68663	+	OEKLIE_04117	3.8	6.7		SO:0001217, UniRef:UniRef50_V1H4Y4
contig_111	111259	111567	-	OEKLIE_04160	11.5	4.7		
contig_111	113225	113443	-	OEKLIE_04164	8.1	9.8		
contig_111	113615	113773	+	OEKLIE_04165	5.6	6.7		
contig_111	117616	117945	-	OEKLIE_04170	12.3	10.9	PF02518.31|HATPase_c, PF14501.12|HATPase_c_5	PFAM:PF02518.31, PFAM:PF14501.12
contig_111	136804	137172	-	OEKLIE_04187	14.2	8.6		
contig_111	215907	216902	-	OEKLIE_04264	38.0	5.9	PF08238.18|Sel1	PFAM:PF08238.18
contig_111	219243	219872	+	OEKLIE_04267	24.3	5.6		
contig_112	81277	81921	-	OEKLIE_04366	24.0	6.8	PF03551.20|PadR	PFAM:PF03551.20
contig_112	146118	147761	+	OEKLIE_04430	58.9	5.5	PF00672.30|HAMP, PF02203.21|TarH	PFAM:PF00672.30, PFAM:PF02203.21
contig_112	168062	168940	+	OEKLIE_04449	33.1	5.9		
contig_112	189377	189604	+	OEKLIE_04470	8.2	5.9		
contig_112	189531	189761	-	OEKLIE_04471	8.6	9.2		
contig_112	205907	206362	-	OEKLIE_04492	17.7	9.8	PF10263.15|SprT-like, PF17283.8|Zn_ribbon_SprT	PFAM:PF10263.15, PFAM:PF17283.8
contig_112	238301	238777	-	OEKLIE_04521	18.1	5.9		
contig_112	241556	241825	+	OEKLIE_04526	9.2	6.8		
contig_112	241857	242732	+	OEKLIE_04527	31.6	9.0		
contig_113	149	862	+	OEKLIE_04528	26.8	11.4		
contig_113	32493	32600	+	OEKLIE_04559	4.2	5.4		SO:0001217, UniRef:UniRef50_A0A2X4TXI3
contig_113	57131	57535	-	OEKLIE_04583	14.5	9.1		
contig_113	62783	63316	-	OEKLIE_04589	19.9	5.5	PF05838.17|Glyco_hydro_108, PF09374.15|PG_binding_3	PFAM:PF05838.17, PFAM:PF09374.15
contig_113	76284	76802	+	OEKLIE_04599	17.7	4.3	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_113	121252	121527	-	OEKLIE_04640	10.0	5.2		
contig_113	126838	127233	+	OEKLIE_04643	15.4	9.4		
contig_113	137413	138039	+	OEKLIE_04653	22.6	8.5	PF21162.3|ETFQO_UQ-bd	PFAM:PF21162.3
contig_113	140423	140839	+	OEKLIE_04658	15.4	8.9		
contig_113	230137	230910	-	OEKLIE_04739	29.3	10.7		
contig_113	326328	326588	-	OEKLIE_04823	9.6	4.5		
contig_113	332654	333307	-	OEKLIE_04832	23.2	9.8		
