"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"Para-aminobenzoate synthase glutamine amidotransferase component II",NA,9,"GEGEGB_04257","SO:0001217, UniRef:UniRef50_C9Y253"
"Paraquat-inducible protein B",NA,9,"GEGEGB_01960","SO:0001217, UniRef:UniRef50_A0A7S4LWD3"
"Pathogenicity island protein",NA,9,"GEGEGB_01351","SO:0001217, UniRef:UniRef50_A0A455RTX6"
"Pectin degradation repressor protein KdgR","kdgR",9,"GEGEGB_01099","SO:0001217, UniRef:UniRef50_A0A128EZN5"
"Penicillin-binding protein 1A",NA,9,"GEGEGB_04232","SO:0001217, UniRef:UniRef50_A0A1B9JPH8"
"Penicillin-binding protein 1B",NA,9,"GEGEGB_00209","SO:0001217, UniRef:UniRef50_A0A0U3BXI8"
"Penicillin-binding protein activator LpoA","lpoA",9,"GEGEGB_03347","SO:0001217, UniRef:UniRef50_P45464"
"Penicillin-binding protein activator LpoB","lpoB",9,"GEGEGB_01807","SO:0001217, UniRef:UniRef50_P0AB38"
"Penicillin-insensitive murein endopeptidase",NA,9,"GEGEGB_00520","SO:0001217, UniRef:UniRef50_A0A0L0AQU3"
"Peptidase B",NA,9,"GEGEGB_00345","SO:0001217, UniRef:UniRef50_P37095"
"Peptidase C51 domain-containing protein",NA,9,"GEGEGB_03209","SO:0001217, UniRef:UniRef50_A9MQL4"
"Peptidase E",NA,9,"GEGEGB_04343","SO:0001217, UniRef:UniRef50_P36936"
"Peptidase S11 D-alanyl-D-alanine carboxypeptidase A N-terminal domain-containing protein",NA,9,"GEGEGB_00732","SO:0001217, UniRef:UniRef50_A7MHL9"
"Peptidase T",NA,9,"GEGEGB_01786","SO:0001217, UniRef:UniRef50_Q0TV42"
"Peptide ABC transporter ATP-binding protein",NA,9,"GEGEGB_01198","SO:0001217, UniRef:UniRef50_A0A331MZG5"
"Peptide ABC transporter permease",NA,9,"GEGEGB_01197","SO:0001217, UniRef:UniRef50_A0A2X3C4X0"
"Peptide chain release factor 2",NA,9,"GEGEGB_03108","SO:0001217, UniRef:UniRef50_A0A286CYB8"
"Peptide chain release factor RF3",NA,9,"GEGEGB_04850","SO:0001217, UniRef:UniRef50_P0A7I4"
"Peptide deformylase",NA,9,"GEGEGB_04322","SO:0001217, UniRef:UniRef50_P57948"
"Peptide methionine sulfoxide reductase MsrA","msrA",9,"GEGEGB_04698","SO:0001217, UniRef:UniRef50_Q6D151"
"Peptide methionine sulfoxide reductase MsrB","msrB",9,"GEGEGB_01236","SO:0001217, UniRef:UniRef50_Q2S1K0"
"Peptidoglycan D,D-transpeptidase FtsI","ftsI",9,"GEGEGB_01104","SO:0001217, UniRef:UniRef50_P0AD68"
"Peptidoglycan glycosyltransferase MrdB","mrdB",9,"GEGEGB_02343","SO:0001217, UniRef:UniRef50_Q7N762"
"Peptidoglycan hydrolase FlgJ","flgJ",9,"GEGEGB_01834","SO:0001217, UniRef:UniRef50_A0A376YEM1"
"Peptidoglycan-associated lipoprotein",NA,9,"GEGEGB_02237","SO:0001217, UniRef:UniRef50_P10324"
"Peptidyl-lysine N-acetyltransferase YjaB","yjaB",9,"GEGEGB_04335","SO:0001217, UniRef:UniRef50_P09163"
"Peptidyl-prolyl cis-trans isomerase A",NA,9,"GEGEGB_04254","SO:0001217, UniRef:UniRef50_P0AFL3"
"Peptidyl-tRNA hydrolase",NA,9,"GEGEGB_01160","SO:0001217, UniRef:UniRef50_P0A7D1"
"Peptidyl-tRNA hydrolase domain-containing protein",NA,9,"GEGEGB_00259","SO:0001217, UniRef:UniRef50_A0A210VPZ9"
"Periplasmic alpha-amylase",NA,9,"GEGEGB_04066","SO:0001217, UniRef:UniRef50_P25718"
"Periplasmic chaperone PpiD","ppiD",9,"GEGEGB_02533","SO:0001217, UniRef:UniRef50_P0ADY1"
"Periplasmic chaperone Spy",NA,9,"GEGEGB_01255","SO:0001217, UniRef:UniRef50_P77754"
"Periplasmic murein peptide-binding protein MppA","mppA",9,"GEGEGB_01671","SO:0001217, UniRef:UniRef50_P77348"
"Periplasmic nitrate reductase",NA,9,"GEGEGB_00650","SO:0001217, UniRef:UniRef50_P33937"
"Periplasmic oligopeptide-binding protein OppA","oppA",9,"GEGEGB_01750","SO:0001217, UniRef:UniRef50_P23843"
"Periplasmic or exported protein",NA,9,"GEGEGB_04081","SO:0001217, UniRef:UniRef50_A0A0F6TXF2"
"Periplasmic protein CpxP","cpxP",9,"GEGEGB_03745","SO:0001217, UniRef:UniRef50_P0AE85"
"Periplasmic sensor in multi-comopnent regulatory system with TorS (Sensory kinase) and TorR (Regulator)","torR",9,"GEGEGB_03891","SO:0001217, UniRef:UniRef50_Q8ZKZ4"
"Periplasmic serine endoprotease DegP","degP",9,"GEGEGB_00222","SO:0001217, UniRef:UniRef50_P26982"
"Periplasmic substrate-binding component of an ABC superfamily molybdenum transporter",NA,9,"GEGEGB_02216","SO:0001217, UniRef:UniRef50_A0A198FIJ0"
"Peroxiredoxin osmC","osmC",9,"GEGEGB_01558","SO:0001217, UniRef:UniRef50_M7MWX6"
"Phage holin family protein",NA,9,"GEGEGB_00016","SO:0001217, UniRef:UniRef50_A0A0H3FW56"
"Phage shock protein",NA,9,"GEGEGB_01682","SO:0001217, UniRef:UniRef50_A0A0J8YUH9"
"Phage shock protein A",NA,9,"GEGEGB_01685","SO:0001217, UniRef:UniRef50_A0A377K755"
"Phage shock protein G",NA,9,"GEGEGB_04376","SO:0001217, UniRef:UniRef50_B2VKD5"
"Phage shock protein operon transcriptional activator",NA,9,"GEGEGB_01686","SO:0001217, UniRef:UniRef50_A0A443Z623"
"Phenolic acid decarboxylase",NA,9,"GEGEGB_02959","SO:0001217, UniRef:UniRef50_A0A1M6ATN9"
"Phenylacetaldehyde dehydrogenase",NA,9,"GEGEGB_03200","SO:0001217, UniRef:UniRef50_A0A0N0IB14"
"Phenylalanine--tRNA ligase alpha subunit",NA,9,"GEGEGB_01286","SO:0001217, UniRef:UniRef50_Q6ANC1"
"Phenylalanine--tRNA ligase beta subunit",NA,9,"GEGEGB_01287","SO:0001217, UniRef:UniRef50_P07395"
"Phenylalanine-specific permease",NA,9,"GEGEGB_02412","SO:0001217, UniRef:UniRef50_A0A3P8KIJ7"
"PhoH-like protein",NA,9,"GEGEGB_02318","SO:0001217, UniRef:UniRef50_C3X851"
"PhoP/PhoQ regulator MgrB","mgrB",9,"GEGEGB_01101","BlastRules:WP_000714547, SO:0001217, UniRef:UniRef50_B7LPM0"
"PhoPQ-regulated protein",NA,9,"GEGEGB_01540","SO:0001217, UniRef:UniRef50_V7IMV5"
"Phosphatase",NA,9,"GEGEGB_03783","SO:0001217, UniRef:UniRef50_A0A1V2BF21"
"Phosphatase NudJ","nudJ",9,"GEGEGB_01778","SO:0001217, UniRef:UniRef50_E0SDF4"
"Phosphate acetyltransferase",NA,9,"GEGEGB_00566","SO:0001217, UniRef:UniRef50_P0A9M8"
"Phosphate import ATP-binding protein PstB","pstB",9,"GEGEGB_03867","SO:0001217, UniRef:UniRef50_A0A1M5Z1N6"
"Phosphate propanoyltransferase",NA,9,"GEGEGB_00876","SO:0001217, UniRef:UniRef50_Q9XDN5"
"Phosphate regulon sensor protein PhoR","phoR",9,"GEGEGB_02594","SO:0001217, UniRef:UniRef50_A0A2A2MAD3"
"Phosphate regulon transcriptional regulatory protein PhoB","phoB",9,"GEGEGB_02595","SO:0001217, UniRef:UniRef50_A0A1G5SHH9"
"Phosphate starvation-inducible protein PsiH","psiH",9,"GEGEGB_01893","SO:0001217, UniRef:UniRef50_A0A3S5DBV8"
"Phosphate starvation-inducible protein psiH","psiH",9,"GEGEGB_01895","SO:0001217, UniRef:UniRef50_A0A078LI67"
"Phosphate transport system permease protein PstA","pstA",9,"GEGEGB_03866","SO:0001217, UniRef:UniRef50_P07654"
"Phosphate transport system permease protein PstC","pstC",9,"GEGEGB_03865","SO:0001217, UniRef:UniRef50_P45191"
"Phosphate transporter",NA,9,"GEGEGB_04142","SO:0001217, UniRef:UniRef50_A0A389M6F3"
"Phosphate-binding protein PstS","pstS",9,"GEGEGB_03864","SO:0001217, UniRef:UniRef50_P0AG82"
"Phosphate-specific transport system accessory protein PhoU","phoU",9,"GEGEGB_03868","SO:0001217, UniRef:UniRef50_A0A191W1Z7"
"Phosphatidate cytidylyltransferase",NA,9,"GEGEGB_00238","SO:0001217, UniRef:UniRef50_P0ABG1"
"Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase",NA,9,"GEGEGB_03054","SO:0001217, UniRef:UniRef50_P60968"
"Phosphatidylglycerophosphatase A",NA,9,"GEGEGB_02569","SO:0001217, UniRef:UniRef50_P18200"
"Phosphatidylglycerophosphatase B",NA,9,"GEGEGB_01709","SO:0001217, UniRef:UniRef50_P0A924"
"Phosphatidylglycerophosphatase C",NA,9,"GEGEGB_00310","SO:0001217, UniRef:UniRef50_A0A0J2GTC5"
"Phosphatidylserine decarboxylase proenzyme",NA,9,"GEGEGB_04634","SO:0001217, UniRef:UniRef50_Q65RD9"
"Phospho-N-acetylmuramoyl-pentapeptide-transferase",NA,9,"GEGEGB_00136","SO:0001217, UniRef:UniRef50_P0A6W3"
"Phosphoadenosine 5'-phosphosulfate reductase",NA,9,"GEGEGB_02984","SO:0001217, UniRef:UniRef50_P17854"
"Phosphocarrier protein HPr",NA,9,"GEGEGB_00462","SO:0001217, UniRef:UniRef50_Q9WXI5"
"Phosphocarrier protein NPr",NA,9,"GEGEGB_03407","SO:0001217, UniRef:UniRef50_P0A9N0"
"Phosphoenolpyruvate carboxykinase (ATP)",NA,9,"GEGEGB_04225","SO:0001217, UniRef:UniRef50_Q5E1X3"
"Phosphoenolpyruvate carboxylase",NA,9,"GEGEGB_03688","SO:0001217, UniRef:UniRef50_P00864"
"Phosphoenolpyruvate synthase",NA,9,"GEGEGB_01299","SO:0001217, UniRef:UniRef50_P23538"
"Phosphoenolpyruvate-dependent phosphotransferase system",NA,9,"GEGEGB_03055","SO:0001217, UniRef:UniRef50_P37177"
"Phosphoenolpyruvate-protein phosphotransferase",NA,9,"GEGEGB_00461","SO:0001217, UniRef:UniRef50_P08839"
"Phosphoesterase",NA,9,"GEGEGB_00557","SO:0001217, UniRef:UniRef50_A0A376FLA7"
"Phosphoethanolamine transferase",NA,9,"GEGEGB_02158","SO:0001217, UniRef:UniRef50_A0A4U9I472"
"Phosphoethanolamine transferase EptA","eptA",9,"GEGEGB_04427","SO:0001217, UniRef:UniRef50_P30845"
"Phosphoglucomutase",NA,9,"GEGEGB_02291","SO:0001217, UniRef:UniRef50_B4ESN8"
"Phosphogluconate dehydratase",NA,9,"GEGEGB_01055","SO:0001217, UniRef:UniRef50_A0A376W7S0"
"Phosphoglucosamine mutase",NA,9,"GEGEGB_03376","SO:0001217, UniRef:UniRef50_Q82WX6"
"Phosphoglycerol transferase I",NA,9,"GEGEGB_04831","SO:0001217, UniRef:UniRef50_P39401"
"Phosphoglycolate phosphatase",NA,9,"GEGEGB_04243","SO:0001217, UniRef:UniRef50_P32662"
"Phosphoheptose isomerase",NA,9,"GEGEGB_02672","SO:0001217, UniRef:UniRef50_Q7N7F7"
"Phosphohistidine phosphatase SixA","sixA",9,"GEGEGB_00516","SO:0001217, UniRef:UniRef50_P76502"
"Phospholipase A1",NA,9,"GEGEGB_03516","SO:0001217, UniRef:UniRef50_D1P2V8"
"Phospholipid-binding protein, PBP family",NA,9,"GEGEGB_02205","SO:0001217, UniRef:UniRef50_A0A1I4UFG9"
"Phosphomethylpyrimidine synthase",NA,9,"GEGEGB_03645","SO:0001217, UniRef:UniRef50_Q6G477"
"Phosphonoacetaldehyde hydrolase",NA,9,"GEGEGB_02557","SO:0001217, UniRef:UniRef50_Q9KLY5"
"Phosphopantetheine adenylyltransferase",NA,9,"GEGEGB_04002","SO:0001217, UniRef:UniRef50_P0A6I6"
"Phosphopentomutase",NA,9,"GEGEGB_04859","SO:0001217, UniRef:UniRef50_A0A2X3M5J1"
"Phosphoribosylamine--glycine ligase",NA,9,"GEGEGB_03634","SO:0001217, UniRef:UniRef50_P15640"
"Phosphoribosylaminoimidazole-succinocarboxamide synthase",NA,9,"GEGEGB_00405","SO:0001217, UniRef:UniRef50_P0A7D7"
"Phosphoribosylformylglycinamidine cyclo-ligase",NA,9,"GEGEGB_00390","SO:0001217, UniRef:UniRef50_P08178"
"Phosphoribosylformylglycinamidine synthase",NA,9,"GEGEGB_00313","SO:0001217, UniRef:UniRef50_Q9KTN2"
"Phosphoribosylglycinamide formyltransferase",NA,9,"GEGEGB_00389","SO:0001217, UniRef:UniRef50_P08179"
"Phosphoribulokinase, plasmid",NA,9,"GEGEGB_04263","SO:0001217, UniRef:UniRef50_P19924"
"Phosphoserine aminotransferase",NA,9,"GEGEGB_02061","SO:0001217, UniRef:UniRef50_Q6ALW3"
"Phosphotransferase",NA,9,"GEGEGB_02213","SO:0001217, UniRef:UniRef50_A0A0E1NKL1"
"Phosphotransferase RcsD","rcsD",9,"GEGEGB_00639","SO:0001217, UniRef:UniRef50_P39838"
"Phosphotransferase enzyme II, B component",NA,9,"GEGEGB_02115","SO:0001217, UniRef:UniRef50_D2TR57"
"Phosphotriesterase",NA,9,"GEGEGB_04187","SO:0001217, UniRef:UniRef50_K9EGU5"
"Pimeloyl-[acyl-carrier protein] methyl ester esterase",NA,9,"GEGEGB_04216","SO:0001217, UniRef:UniRef50_Q8GHL1"
"Pirin family protein",NA,9,"GEGEGB_02087","SO:0001217, UniRef:UniRef50_A0A2C6DIW0"
"Pirin-related protein",NA,9,"GEGEGB_03314","SO:0001217, UniRef:UniRef50_Q6D9I2"
"Poly(A) polymerase I",NA,9,"GEGEGB_00203","SO:0001217, UniRef:UniRef50_A0A2X3ERX0"
"Polyamine aminopropyltransferase",NA,9,"GEGEGB_00182","SO:0001217, UniRef:UniRef50_A0A376VY01"
"Polyamine export protein",NA,9,"GEGEGB_04696","SO:0001217, UniRef:UniRef50_P0AE45"
"Polyphosphate kinase",NA,9,"GEGEGB_00388","SO:0001217, UniRef:UniRef50_P0A7B1"
"Polyribonucleotide nucleotidyltransferase",NA,9,"GEGEGB_03364","SO:0001217, UniRef:UniRef50_K2JUI4"
"Polysaccharide deacetylase domain protein",NA,9,"GEGEGB_00191","SO:0001217, UniRef:UniRef50_A0A379WZK3"
"Porin",NA,9,"GEGEGB_02854","SO:0001217, UniRef:UniRef50_A7MPW9"
"Porin OmpL","ompL",9,"GEGEGB_03793","SO:0001217, UniRef:UniRef50_P76773"
"Porphobilinogen deaminase",NA,9,"GEGEGB_03535","SO:0001217, UniRef:UniRef50_Q6CZG3"
"Potassium-transporting ATPase ATP-binding subunit",NA,9,"GEGEGB_02281","SO:0001217, UniRef:UniRef50_A0A2X3K1I5"
"Potassium-transporting ATPase subunit A",NA,9,"GEGEGB_02280","SO:0001217, UniRef:UniRef50_A0A447Y0N7"
"Precorrin-3B C(17)-methyltransferase",NA,9,"GEGEGB_00897","SO:0001217, UniRef:UniRef50_A0A0Z8M1W7"
"Prepilin peptidase dependent protein C-like C-terminal domain-containing protein",NA,9,"GEGEGB_03047","SO:0001217, UniRef:UniRef50_A8AP37"
"Prepilin peptidase-dependent protein B",NA,9,"GEGEGB_03049","SO:0001217, UniRef:UniRef50_P08371"
"Prepilin peptidase-dependent protein D",NA,9,"GEGEGB_00159","SO:0001217, UniRef:UniRef50_P36647"
"Primosomal protein 1",NA,9,"GEGEGB_04834","SO:0001217, UniRef:UniRef50_P0A8J2"
"Primosomal protein N'",NA,9,"GEGEGB_03710","SO:0001217, UniRef:UniRef50_P17888"
"Proline/glycine betaine ABC transporter permease ProW","proW",9,"GEGEGB_02848","SO:0001217, UniRef:UniRef50_A0A3N2R1M8"
"Propanediol dehydratase small subunit",NA,9,"GEGEGB_00881","SO:0001217, UniRef:UniRef50_P0DUM9"
"Prophage bactoprenol-linked glucose translocase-like protein",NA,9,"GEGEGB_02421","SO:0001217, UniRef:UniRef50_P77682"
"Propionate kinase",NA,9,"GEGEGB_03323","SO:0001217, UniRef:UniRef50_P11868"
"Propionate--CoA ligase",NA,9,"GEGEGB_02623","SO:0001217, UniRef:UniRef50_A0A922YQK8"
"Protease",NA,9,"GEGEGB_03357","SO:0001217, UniRef:UniRef50_A0A6D2G321"
"Protease 2",NA,9,"GEGEGB_01061","SO:0001217, UniRef:UniRef50_P24555"
"Protease 3",NA,9,"GEGEGB_03045","SO:0001217, UniRef:UniRef50_Q6D8I0"
"Protease 4",NA,9,"GEGEGB_01240","SO:0001217, UniRef:UniRef50_P08395"
"Protease HtpX","htpX",9,"GEGEGB_01096","SO:0001217, UniRef:UniRef50_P23894"
"Protein",NA,9,"GEGEGB_01007","SO:0001217, UniRef:UniRef50_A0A377B9F3"
"Protein AaeX","aaeX",9,"GEGEGB_03451","SO:0001217, UniRef:UniRef50_A1AGD5"
"Protein ApaG","apaG",9,"GEGEGB_00096","SO:0001217, UniRef:UniRef50_Q56017"
"Protein Bdm (Biofilm-dependent modulation protein)",NA,9,"GEGEGB_01559","SO:0001217, UniRef:UniRef50_D2TJA4"
"Protein CreA","creA",9,"GEGEGB_04874","SO:0001217, UniRef:UniRef50_A0A1Y6GNS9"
"Protein DsrB","dsrB",9,"GEGEGB_00959","SO:0001217, UniRef:UniRef50_Q8ZFN8"
"Protein FdhE","fdhE",9,"GEGEGB_03774","SO:0001217, UniRef:UniRef50_A0A379T1W5"
"Protein FixA","fixA",9,"GEGEGB_00079","SO:0001217, UniRef:UniRef50_A0A2X4TIQ2"
"Protein FixB","fixB",9,"GEGEGB_00080","SO:0001217, UniRef:UniRef50_P31574"
"Protein FixC","fixC",9,"GEGEGB_00081","SO:0001217, UniRef:UniRef50_A0A6A8QPB3"
"Protein HemY","hemY",9,"GEGEGB_03538","SO:0001217, UniRef:UniRef50_P0ACB7"
"Protein IscX","iscX",9,"GEGEGB_00344","SO:0001217, UniRef:UniRef50_Q8FF46"
"Protein MgtR","mgtR",9,"GEGEGB_03959","SO:0001217, UniRef:UniRef50_A0A6C6Z8W4"
"Protein MioC","mioC",9,"GEGEGB_03840","SO:0001217, UniRef:UniRef50_P03817"
"Protein NrdI","nrdI",9,"GEGEGB_02843","SO:0001217, UniRef:UniRef50_A0A133ZD35"
"Protein NrfD","nrfD",9,"GEGEGB_04412","SO:0001217, UniRef:UniRef50_P32709"
"Protein PsiE","psiE",9,"GEGEGB_04358","SO:0001217, UniRef:UniRef50_P0A7C8"
"Protein QmcA","qmcA",9,"GEGEGB_02479","SO:0001217, UniRef:UniRef50_P0DKS0"
"Protein RecA","recA",9,"GEGEGB_02869","SO:0001217, UniRef:UniRef50_A0AA87C387"
"Protein SgcE","sgcE",9,"GEGEGB_01606","SO:0001217, UniRef:UniRef50_P39362"
"Protein SirB1","sirB1",9,"GEGEGB_01170","SO:0001217, UniRef:UniRef50_P0A2L9"
"Protein Smg",NA,9,"GEGEGB_04324","SO:0001217, UniRef:UniRef50_P0A828"
"Protein Sxy",NA,9,"GEGEGB_01952","SO:0001217, UniRef:UniRef50_P75869"
"Protein Syd",NA,9,"GEGEGB_03015","SO:0001217, UniRef:UniRef50_Q8CZY7"
"Protein TonB","tonB",9,"GEGEGB_01739","SO:0001217, UniRef:UniRef50_P02929"
"Protein TsgA","tsgA",9,"GEGEGB_04253","SO:0001217, UniRef:UniRef50_P60778"
"Protein TusB","tusB",9,"GEGEGB_04279","SO:0001217, UniRef:UniRef50_D4BHX5"
"Protein TusC","tusC",9,"GEGEGB_04278","SO:0001217, UniRef:UniRef50_Q8X884"
"Protein ViaA","viaA",9,"GEGEGB_03837","SO:0001217, UniRef:UniRef50_Q8ZKW3"
"Protein YceI","yceI",9,"GEGEGB_01859","SO:0001217, UniRef:UniRef50_P0A8X2"
"Protein YchN","ychN",9,"GEGEGB_01770","SO:0001217, UniRef:UniRef50_P0AB52"
"Protein YciE","yciE",9,"GEGEGB_01732","SO:0001217, UniRef:UniRef50_P21363"
"Protein YciN","yciN",9,"GEGEGB_01717","SO:0001217, UniRef:UniRef50_A0A090VX95"
"Protein YdcF","ydcF",9,"GEGEGB_01625","SO:0001217, UniRef:UniRef50_P34209"
"Protein YdgA","ydgA",9,"GEGEGB_01407","SO:0001217, UniRef:UniRef50_P77804"
"Protein YebF","yebF",9,"GEGEGB_01059","SO:0001217, UniRef:UniRef50_Q8ZNW7"
"Protein YeeZ","yeeZ",9,"GEGEGB_00849","SO:0001217, UniRef:UniRef50_P0AD12"
"Protein YggG","yggG",9,"GEGEGB_03152","SO:0001217, UniRef:UniRef50_A0A377LVB2"
"Protein YhcC","yhcC",9,"GEGEGB_03413","SO:0001217, UniRef:UniRef50_P0ADW6"
"Protein YhjJ","yhjJ",9,"GEGEGB_04118","SO:0001217, UniRef:UniRef50_P37648"
"Protein YihD","yihD",9,"GEGEGB_03818","SO:0001217, UniRef:UniRef50_P0ADP9"
"Protein YiiM","yiiM",9,"GEGEGB_03749","SO:0001217, UniRef:UniRef50_P32157"
"Protein YobA","yobA",9,"GEGEGB_01065","SO:0001217, UniRef:UniRef50_P0AA57"
"Protein YqjC","yqjC",9,"GEGEGB_03306","SO:0001217, UniRef:UniRef50_H5V5T9"
"Protein adenylyltransferase SelO","selO",9,"GEGEGB_01295","SO:0001217, UniRef:UniRef50_Q8ZPS5"
"Protein bax",NA,9,"GEGEGB_04067","SO:0001217, UniRef:UniRef50_P27297"
"Protein gns",NA,9,"GEGEGB_01131","SO:0001217, UniRef:UniRef50_P64267"
"Protein phosphatase CheZ","cheZ",9,"GEGEGB_01023","SO:0001217, UniRef:UniRef50_A0A2X1K8E4"
"Protein translocase subunit SecA","secA",9,"GEGEGB_00148","SO:0001217, UniRef:UniRef50_P10408"
"Protein translocase subunit SecD","secD",9,"GEGEGB_02583","SO:0001217, UniRef:UniRef50_P0AG90"
"Protein translocase subunit SecY","secY",9,"GEGEGB_04308","SO:0001217, UniRef:UniRef50_P57571"
"Protein transport protein HofC","hofC",9,"GEGEGB_00157","SO:0001217, UniRef:UniRef50_A0A6I2I279"
"Protein yciF","yciF",9,"GEGEGB_01731","SO:0001217, UniRef:UniRef50_A0A3S4I107"
"Protein ygaM","ygaM",9,"GEGEGB_02838","SO:0001217, UniRef:UniRef50_A0A379T9Q4"
"Protein-L-isoaspartate O-methyltransferase",NA,9,"GEGEGB_02963","SO:0001217, UniRef:UniRef50_P0A7A5"
"Protein-disulfide oxidoreductase DsbI","dsbI",9,"GEGEGB_03268","SO:0001217, UniRef:UniRef50_P0A1H1"
"Protein-export membrane protein SecF","secF",9,"GEGEGB_02582","SO:0001217, UniRef:UniRef50_A0A0J1H7N9"
"Protein-export membrane protein SecG","secG",9,"GEGEGB_03375","SO:0001217, UniRef:UniRef50_P0AG99"
"Protein-export protein SecB","secB",9,"GEGEGB_04027","SO:0001217, UniRef:UniRef50_B2VL52"
"Protein-methionine-sulfoxide reductase catalytic subunit MsrP","msrP",9,"GEGEGB_03462","SO:0001217, UniRef:UniRef50_P76342"
"Protein/nucleic acid deglycase 3",NA,9,"GEGEGB_02556","SO:0001217, UniRef:UniRef50_A0A7S4LVP5"
"Protoheme IX farnesyltransferase",NA,9,"GEGEGB_02547","SO:0001217, UniRef:UniRef50_A0A3S4HY77"
"Proton/glutamate-aspartate symporter",NA,9,"GEGEGB_04415","SO:0001217, UniRef:UniRef50_P21345"
"Protoporphyrinogen IX dehydrogenase [quinone]",NA,9,"GEGEGB_03486","SO:0001217, UniRef:UniRef50_P0ACB4"
"Purine nucleoside phosphoramidase HinT","hinT",9,"GEGEGB_01809","SO:0001217, UniRef:UniRef50_Q8EDM0"
"Purine nucleoside phosphorylase",NA,9,"GEGEGB_02751","SO:0001217, UniRef:UniRef50_A0A6M4GWA4"
"Purine nucleoside phosphorylase 2",NA,9,"GEGEGB_00471","SO:0001217, UniRef:UniRef50_P45563"
"Purine nucleoside phosphorylase DeoD-type",NA,9,"GEGEGB_04860","SO:0001217, UniRef:UniRef50_P0ABP8"
"Putative 2-aminoethylphosphonate import ATP-binding protein PhnT","phnT",9,"GEGEGB_02561","SO:0001217, UniRef:UniRef50_P96063"
"Putative 2-aminoethylphosphonate transport system permease protein PhnU","phnU",9,"GEGEGB_02562","SO:0001217, UniRef:UniRef50_P96064"
"Putative 2-aminoethylphosphonate transport system permease protein PhnV","phnV",9,"GEGEGB_02563","SO:0001217, UniRef:UniRef50_P96065"
"Putative 2-aminoethylphosphonate-binding periplasmic protein",NA,9,"GEGEGB_02560","SO:0001217, UniRef:UniRef50_P96062"
"Putative 3-phenylpropionic acid transporter",NA,9,"GEGEGB_00326","SO:0001217, UniRef:UniRef50_A0A656BEX6"
"Putative ABC transporter arginine-binding protein 2",NA,9,"GEGEGB_02110","SO:0001217, UniRef:UniRef50_P30859"
"Putative ABC transporter permease protein YehY","yehY",9,"GEGEGB_00736","SO:0001217, UniRef:UniRef50_I2B7H5"
"Putative ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component",NA,9,"GEGEGB_02226","SO:0001217, UniRef:UniRef50_G5PZY8"
"Putative DNase",NA,9,"GEGEGB_02184","SO:0001217, UniRef:UniRef50_A0A6N3R1A7"
"Putative Dipeptidyl aminopeptidases /acylaminoacyl-peptidase",NA,9,"GEGEGB_03906","SO:0001217, UniRef:UniRef50_A0A658YVY0"
"Putative L-lactate dehydrogenase operon regulatory protein",NA,9,"GEGEGB_04036","SO:0001217, UniRef:UniRef50_P0ACL7"
"Putative L-ribulose-5-phosphate 3-epimerase SgbU","sgbU",9,"GEGEGB_04054","SO:0001217, UniRef:UniRef50_P37679"
"Putative NAD(P)-binding protein YraR","yraR",9,"GEGEGB_03351","SO:0001217, UniRef:UniRef50_P45469"
"Putative NAD(P)H nitroreductase",NA,9,"GEGEGB_01241","SO:0001217, UniRef:UniRef50_A0A2G8E5H3"
"Putative NUDIX hydrolase",NA,9,"GEGEGB_00558","SO:0001217, UniRef:UniRef50_H3RF06"
"Putative S-adenosyl-L-methionine-dependent methyltransferase TehB","tehB",9,"GEGEGB_01132","SO:0001217, UniRef:UniRef50_A0A1T5HY09"
"Putative UPF0313 protein YPO0674/y3502/YP_2990",NA,9,"GEGEGB_03240","SO:0001217, UniRef:UniRef50_Q8CZS4"
"Putative acid--amine ligase YgiC","ygiC",9,"GEGEGB_03263","SO:0001217, UniRef:UniRef50_P0ADT5"
"Putative acyl-CoA thioester hydrolase YbhC","ybhC",9,"GEGEGB_02211","SO:0001217, UniRef:UniRef50_P46130"
"Putative aminopeptidase SgcX","sgcX",9,"GEGEGB_01601","SO:0001217, UniRef:UniRef50_P39366"
"Putative basic amino acid antiporter YfcC","yfcC",9,"GEGEGB_00565","SO:0001217, UniRef:UniRef50_P39263"
"Putative carboxymethylenebutenolidase",NA,9,"GEGEGB_03506","SO:0001217, UniRef:UniRef50_A0A084ZTT4"
"Putative cation/proton antiporter YbaL","ybaL",9,"GEGEGB_02491","SO:0001217, UniRef:UniRef50_P39830"
"Putative chemotaxis signal transduction protein",NA,9,"GEGEGB_00589","SO:0001217, UniRef:UniRef50_A0A0U5L3J3"
"Putative colanic acid biosynthesis glycosyl transferase WcaA","wcaA",9,"GEGEGB_00800","SO:0001217, UniRef:UniRef50_P77414"
"Putative colanic acid biosynthesis glycosyl transferase WcaC","wcaC",9,"GEGEGB_00802","SO:0001217, UniRef:UniRef50_P71237"
"Putative colanic acid biosynthesis glycosyl transferase WcaE","wcaE",9,"GEGEGB_00805","SO:0001217, UniRef:UniRef50_P71239"
"Putative colanic acid biosynthesis glycosyltransferase WcaL","wcaL",9,"GEGEGB_00817","SO:0001217, UniRef:UniRef50_P71243"
"Putative divergent polysaccharide deacetylase",NA,9,"GEGEGB_04022","SO:0001217, UniRef:UniRef50_A0A380PW27"
