"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"Kdo(2)-lipid A phosphoethanolamine 7''-transferase",NA,9,"GEGEGB_04091","SO:0001217, UniRef:UniRef50_P37661"
"L(+)-tartrate dehydratase subunit alpha",NA,9,"GEGEGB_03440","SO:0001217, UniRef:UniRef50_A0AA86DWW2"
"L(+)-tartrate dehydratase subunit beta",NA,9,"GEGEGB_03439","SO:0001217, UniRef:UniRef50_A0A448HJ19"
"L-cystine ABC transporter ATP-binding protein YecC","yecC",9,"GEGEGB_00991","SO:0001217, UniRef:UniRef50_A0A0E1NIK3"
"L-cystine transport system permease protein TcyL","tcyL",9,"GEGEGB_00990","SO:0001217, UniRef:UniRef50_P0AFT2"
"L-fucose permease",NA,9,"GEGEGB_03023","SO:0001217, UniRef:UniRef50_A0A376LAT6"
"L-lactate permease",NA,9,"GEGEGB_04037","SO:0001217, UniRef:UniRef50_P33231"
"LPS-assembly lipoprotein LptE","lptE",9,"GEGEGB_02335","SO:0001217, UniRef:UniRef50_A0A653VNZ2"
"LPS-assembly lipoprotein LptM","lptM",9,"GEGEGB_03527","SO:0001217, UniRef:UniRef50_H5V6H7"
"LPS-assembly protein LptD","lptD",9,"GEGEGB_00100","SO:0001217, UniRef:UniRef50_B4F2H9"
"Large-conductance mechanosensitive channel",NA,9,"GEGEGB_04318","SO:0001217, UniRef:UniRef50_P0A742"
"Lipid A 1-diphosphate synthase",NA,9,"GEGEGB_00684","SO:0001217, UniRef:UniRef50_P76445"
"Lipid A biosynthesis (KDO)2-(Lauroyl)-lipid IVA acyltransferase",NA,9,"GEGEGB_01051","SO:0001217, UniRef:UniRef50_A0A379GIK2"
"Lipid A biosynthesis lauroyltransferase",NA,9,"GEGEGB_01861","SO:0001217, UniRef:UniRef50_P0ACV0"
"Lipid A biosynthesis palmitoleoyltransferase",NA,9,"GEGEGB_00495","SO:0001217, UniRef:UniRef50_P0ACV2"
"Lipid A export ATP-binding/permease MsbA","msbA",9,"GEGEGB_02054","SO:0001217, UniRef:UniRef50_A0A377XU15"
"Lipopolysaccharide 1,2-N-acetylglucosaminetransferase",NA,9,"GEGEGB_04013","SO:0001217, UniRef:UniRef50_P26470"
"Lipopolysaccharide 1,6-galactosyltransferase",NA,9,"GEGEGB_04008","SO:0001217, UniRef:UniRef50_P27127"
"Lipopolysaccharide N-acetylmannosaminouronosyltransferase",NA,9,"GEGEGB_03546","SO:0001217, UniRef:UniRef50_A0AA42EID2"
"Lipopolysaccharide assembly protein A",NA,9,"GEGEGB_01708","SO:0001217, UniRef:UniRef50_P0ACV4"
"Lipopolysaccharide assembly protein B",NA,9,"GEGEGB_01707","SO:0001217, UniRef:UniRef50_C4K8Q1"
"Lipopolysaccharide core heptose(I) kinase",NA,9,"GEGEGB_04006","SO:0001217, UniRef:UniRef50_A0A377DB85"
"Lipopolysaccharide core heptose(II) kinase WaaY","waaY",9,"GEGEGB_04011","SO:0001217, UniRef:UniRef50_P27240"
"Lipopolysaccharide export system ATP-binding protein LptB","lptB",9,"GEGEGB_03402","SO:0001217, UniRef:UniRef50_P45073"
"Lipopolysaccharide export system permease protein LptF","lptF",9,"GEGEGB_04750","SO:0001217, UniRef:UniRef50_P0AF98"
"Lipopolysaccharide export system permease protein LptG","lptG",9,"GEGEGB_04751","SO:0001217, UniRef:UniRef50_P0ADC6"
"Lipopolysaccharide export system protein LptA","lptA",9,"GEGEGB_03401","SO:0001217, UniRef:UniRef50_P0ADV1"
"Lipopolysaccharide export system protein LptC","lptC",9,"GEGEGB_03400","SO:0001217, UniRef:UniRef50_P0ADV9"
"Lipopolysaccharide glucosyltransferase WaaO","waaO",9,"GEGEGB_04009","SO:0001217, UniRef:UniRef50_P27128"
"Lipopolysaccharide heptosyltransferase 1",NA,9,"GEGEGB_04015","SO:0001217, UniRef:UniRef50_P0DX54"
"Lipopolysaccharide heptosyltransferase 2",NA,9,"GEGEGB_04016","SO:0001217, UniRef:UniRef50_P37692"
"Lipopolysaccharide heptosyltransferase 3",NA,9,"GEGEGB_04004","SO:0001217, UniRef:UniRef50_P25742"
"Lipoprotein releasing system ATP-binding protein LolD","lolD",9,"GEGEGB_01795","SO:0001217, UniRef:UniRef50_A0A377TS80"
"Lipoprotein-releasing system transmembrane protein LolE","lolE",9,"GEGEGB_01794","SO:0001217, UniRef:UniRef50_P75958"
"Low-affinity gluconate transporter",NA,9,"GEGEGB_04198","SO:0001217, UniRef:UniRef50_P0AC96"
"LpxT activity modulator PmrR","pmrR",9,"GEGEGB_04424","SO:0001217, UniRef:UniRef50_A0A1R0FS77"
"Lysophospholipid transporter LplT","lplT",9,"GEGEGB_03061","SO:0001217, UniRef:UniRef50_P39196"
"Maltoporin",NA,9,"GEGEGB_04363","SO:0001217, UniRef:UniRef50_A0A2P7RBI5"
"Maltose/maltodextrin import ATP-binding protein MalK","malK",9,"GEGEGB_04362","SO:0001217, UniRef:UniRef50_P68187"
"Maltose/maltodextrin transport system permease protein",NA,9,"GEGEGB_04360","SO:0001217, UniRef:UniRef50_A0A379YFR7"
"Maltose/maltodextrin transport system permease protein MalG","malG",9,"GEGEGB_04359","SO:0001217, UniRef:UniRef50_A0A845SKQ7"
"MdtK family multidrug efflux MATE transporter","mdtK",9,"GEGEGB_01366","BlastRules:WP_001175077, SO:0001217, UniRef:UniRef50_P37340"
"Mechanosensitive channel MscK","mscK",9,"GEGEGB_02505","SO:0001217, UniRef:UniRef50_P77338"
"Melibiose permease",NA,9,"GEGEGB_04433","SO:0001217, UniRef:UniRef50_P30878"
"Membrane protein insertase YidC","yidC",9,"GEGEGB_03876","SO:0001217, UniRef:UniRef50_P25714"
"Methyl-accepting chemotaxis citrate transducer",NA,9,"GEGEGB_01649","SO:0001217, UniRef:UniRef50_A0A484XJD6"
"Microcompartment protein PduB","pduB",9,"GEGEGB_00884","SO:0001217, UniRef:UniRef50_A0A2S6HS62"
"Miniconductance mechanosensitive channel",NA,9,"GEGEGB_02411","SO:0001217, UniRef:UniRef50_V5Z9H5"
"Miniconductance mechanosensitive channel MscM","mscM",9,"GEGEGB_04633","SO:0001217, UniRef:UniRef50_A0A379TH57"
"Mlc titration factor A",NA,9,"GEGEGB_00939","SO:0001217, UniRef:UniRef50_P76346"
"Mn(2+) uptake NRAMP transporter MntH","mntH",9,"GEGEGB_00486","BlastRules:WP_000131735, SO:0001217, UniRef:UniRef50_B2VDY7"
"Moderate conductance mechanosensitive channel YbiO","ybiO",9,"GEGEGB_02168","SO:0001217, UniRef:UniRef50_P75783"
"Molybdate ABC transporter substrate-binding protein",NA,9,"GEGEGB_03211","SO:0001217, UniRef:UniRef50_Q8Z3R4"
"Molybdenum import ATP-binding protein ModC","modC",9,"GEGEGB_02214","SO:0001217, UniRef:UniRef50_P09833"
"Molybdenum transport system permease protein ModB","modB",9,"GEGEGB_02215","SO:0001217, UniRef:UniRef50_P45322"
"MotA/TolQ/ExbB proton channel domain-containing protein",NA,9,"GEGEGB_04389","SO:0001217, UniRef:UniRef50_A0A7Z1PNX2"
"Multidrug resistance-like ATP-binding protein MdlB","mdlB",9,"GEGEGB_02521","SO:0001217, UniRef:UniRef50_P0AAG5"
"Multidrug transporter MdfA","mdfA",9,"GEGEGB_02134","SO:0001217, UniRef:UniRef50_A0A1B3EZB9"
"Multidrug-efflux transporter",NA,9,"GEGEGB_00913","SO:0001217, UniRef:UniRef50_A0A486S2R5"
"NAAT family transporter YchE","ychE",9,"GEGEGB_01751","BlastRules:WP_000616554, SO:0001217, UniRef:UniRef50_A0A379UQF4"
"Negative regulator of flagellin synthesis",NA,9,"GEGEGB_01844","SO:0001217, UniRef:UniRef50_P0AEM4"
"Ni(II)/Co(II) efflux transporter accessory subunit RcnB","rcnB",9,"GEGEGB_00754","BlastRules:WP_000153067, SO:0001217, UniRef:UniRef50_A0A1B7K2J7"
"Nicotinamide riboside transporter PnuC","pnuC",9,"GEGEGB_02231","SO:0001217, UniRef:UniRef50_P24520"
"Nitrate reductase molybdenum cofactor assembly chaperone NarJ","narJ",9,"GEGEGB_01763","SO:0001217, UniRef:UniRef50_P0AF26"
"Nitrate/nitrite response regulator protein NarP","narP",9,"GEGEGB_00663","SO:0001217, UniRef:UniRef50_P31802"
"Nitrate/nitrite sensor protein NarQ","narQ",9,"GEGEGB_00414","SO:0001217, UniRef:UniRef50_P27896"
"Nitrate/nitrite transporter",NA,9,"GEGEGB_01567","SO:0001217, UniRef:UniRef50_A0A379W7S3"
"Nucleoside-specific channel-forming protein Tsx",NA,9,"GEGEGB_02576","SO:0001217, UniRef:UniRef50_P0A927"
"Oligopeptide ABC transporter ATP-binding protein",NA,9,"GEGEGB_01746","SO:0001217, UniRef:UniRef50_A0A377BHS0"
"Oligopeptide transport system permease protein OppB","oppB",9,"GEGEGB_01749","SO:0001217, UniRef:UniRef50_P0AFH2"
"Outer membrane assembly protein AsmA","asmA",9,"GEGEGB_00795","SO:0001217, UniRef:UniRef50_A0A1M0W3U0"
"Outer membrane lipoprotein Blc",NA,9,"GEGEGB_04625","SO:0001217, UniRef:UniRef50_A0A8S0G642"
"Outer membrane lipoprotein DolP","dolP",9,"GEGEGB_03350","SO:0001217, UniRef:UniRef50_P64596"
"Outer membrane lipoprotein RcsF","rcsF",9,"GEGEGB_00266","SO:0001217, UniRef:UniRef50_P69411"
"Outer membrane pore protein N, non-specific",NA,9,"GEGEGB_02662","SO:0001217, UniRef:UniRef50_A0A285B4F0"
"Outer membrane porin C 2",NA,9,"GEGEGB_00641","SO:0001217, UniRef:UniRef50_A0A4P7TME1"
"Outer membrane protein TolC","tolC",9,"GEGEGB_03261","SO:0001217, UniRef:UniRef50_P02930"
"Outer membrane protein W",NA,9,"GEGEGB_01734","SO:0001217, UniRef:UniRef50_P0A915"
"Outer membrane protein X",NA,9,"GEGEGB_02162","SO:0001217, UniRef:UniRef50_P0A917"
"Outer membrane protein YcfR","ycfR",9,"GEGEGB_01799","SO:0001217, UniRef:UniRef50_D8MRQ4"
"Outer membrane protein YfaZ","yfaZ",9,"GEGEGB_00609","SO:0001217, UniRef:UniRef50_P76471"
"Outer membrane protein assembly factor BamB","bamB",9,"GEGEGB_00366","SO:0001217, UniRef:UniRef50_P77774"
"Outer membrane protein assembly factor BamC","bamC",9,"GEGEGB_00404","SO:0001217, UniRef:UniRef50_I6CHY6"
"Outer membrane protein assembly factor BamD","bamD",9,"GEGEGB_02753","SO:0001217, UniRef:UniRef50_P0AC02"
"Outer membrane protein assembly factor BamE","bamE",9,"GEGEGB_02772","SO:0001217, UniRef:UniRef50_D1P3C6"
"Outer membrane protein beta-barrel domain-containing protein",NA,9,"GEGEGB_03091","SO:0001217, UniRef:UniRef50_V7IX70"
"Outer membrane usher protein AggC","aggC",9,"GEGEGB_02689","SO:0001217, UniRef:UniRef50_P46005"
"Outer membrane-specific lipoprotein transporter subunit LolC","lolC",9,"GEGEGB_01796","SO:0001217, UniRef:UniRef50_A0A1B9KKP0"
"PTS N N'-diacetylchitobiose transporter subunit IIA",NA,9,"GEGEGB_01261","SO:0001217, UniRef:UniRef50_A0A0C7KBX5"
"PTS N,N'-diacetylchitobiose transporter subunit IIB","chbB",9,"GEGEGB_01259","BlastRules:WP_000412169, EC:2.7.1.196, SO:0001217, UniRef:UniRef50_P69795"
"PTS glucitol/sorbitol transporter subunit IIA",NA,9,"GEGEGB_02875","SO:0001217, UniRef:UniRef50_A0A0D7LMP5"
"PTS glucitol/sorbitol transporter subunit IIC","srlA",9,"GEGEGB_02873","BlastRules:WP_000573321, EC:2.7.1.198, SO:0001217, UniRef:UniRef50_P56579"
"PTS glucose transporter subunit IIA",NA,9,"GEGEGB_00460","SO:0001217, UniRef:UniRef50_A0AAU6W552"
"PTS mannitol transporter subunit IICBA","mtlA",9,"GEGEGB_04045","BlastRules:WP_000093247, EC:2.7.1.198, SO:0001217, UniRef:UniRef50_P00550"
"PTS mannose transporter subunit IIC","manY",9,"GEGEGB_01109","BlastRules:WP_000406926, EC:2.7.1.199, SO:0001217, UniRef:UniRef50_Q9RGG3"
"PTS sugar transporter subunit IIA",NA,9,"GEGEGB_00560","SO:0001217, UniRef:UniRef50_A0A0M9ID73"
"PTS sugar transporter subunit IIC",NA,9,"GEGEGB_03951","SO:0001217, UniRef:UniRef50_R2NSH7"
"PTS system glucose-specific transporter subunits IIBC",NA,9,"GEGEGB_01812","SO:0001217, UniRef:UniRef50_A0A379WW78"
"Penicillin-binding protein 1A",NA,9,"GEGEGB_04232","SO:0001217, UniRef:UniRef50_A0A1B9JPH8"
"Penicillin-binding protein 1B",NA,9,"GEGEGB_00209","SO:0001217, UniRef:UniRef50_A0A0U3BXI8"
"Penicillin-binding protein activator LpoA","lpoA",9,"GEGEGB_03347","SO:0001217, UniRef:UniRef50_P45464"
"Penicillin-binding protein activator LpoB","lpoB",9,"GEGEGB_01807","SO:0001217, UniRef:UniRef50_P0AB38"
"Peptide ABC transporter ATP-binding protein",NA,9,"GEGEGB_01198","SO:0001217, UniRef:UniRef50_A0A331MZG5"
"Peptide ABC transporter permease",NA,9,"GEGEGB_01197","SO:0001217, UniRef:UniRef50_A0A2X3C4X0"
"Periplasmic murein peptide-binding protein MppA","mppA",9,"GEGEGB_01671","SO:0001217, UniRef:UniRef50_P77348"
"Periplasmic nitrate reductase",NA,9,"GEGEGB_00650","SO:0001217, UniRef:UniRef50_P33937"
"Periplasmic oligopeptide-binding protein OppA","oppA",9,"GEGEGB_01750","SO:0001217, UniRef:UniRef50_P23843"
"Periplasmic substrate-binding component of an ABC superfamily molybdenum transporter",NA,9,"GEGEGB_02216","SO:0001217, UniRef:UniRef50_A0A198FIJ0"
"Phenylalanine-specific permease",NA,9,"GEGEGB_02412","SO:0001217, UniRef:UniRef50_A0A3P8KIJ7"
"Phosphate import ATP-binding protein PstB","pstB",9,"GEGEGB_03867","SO:0001217, UniRef:UniRef50_A0A1M5Z1N6"
"Phosphate transport system permease protein PstA","pstA",9,"GEGEGB_03866","SO:0001217, UniRef:UniRef50_P07654"
"Phosphate transport system permease protein PstC","pstC",9,"GEGEGB_03865","SO:0001217, UniRef:UniRef50_P45191"
"Phosphate transporter",NA,9,"GEGEGB_04142","SO:0001217, UniRef:UniRef50_A0A389M6F3"
"Phosphate-binding protein PstS","pstS",9,"GEGEGB_03864","SO:0001217, UniRef:UniRef50_P0AG82"
"Phospholipid-binding protein, PBP family",NA,9,"GEGEGB_02205","SO:0001217, UniRef:UniRef50_A0A1I4UFG9"
"Porin",NA,9,"GEGEGB_02854","SO:0001217, UniRef:UniRef50_A7MPW9"
"Porin OmpL","ompL",9,"GEGEGB_03793","SO:0001217, UniRef:UniRef50_P76773"
"Prepilin peptidase dependent protein C-like C-terminal domain-containing protein",NA,9,"GEGEGB_03047","SO:0001217, UniRef:UniRef50_A8AP37"
"Prepilin peptidase-dependent protein B",NA,9,"GEGEGB_03049","SO:0001217, UniRef:UniRef50_P08371"
"Prepilin peptidase-dependent protein D",NA,9,"GEGEGB_00159","SO:0001217, UniRef:UniRef50_P36647"
"Proline/glycine betaine ABC transporter permease ProW","proW",9,"GEGEGB_02848","SO:0001217, UniRef:UniRef50_A0A3N2R1M8"
"Protein TonB","tonB",9,"GEGEGB_01739","SO:0001217, UniRef:UniRef50_P02929"
"Protein-export membrane protein SecF","secF",9,"GEGEGB_02582","SO:0001217, UniRef:UniRef50_A0A0J1H7N9"
"Protein-export membrane protein SecG","secG",9,"GEGEGB_03375","SO:0001217, UniRef:UniRef50_P0AG99"
"Putative 2-aminoethylphosphonate import ATP-binding protein PhnT","phnT",9,"GEGEGB_02561","SO:0001217, UniRef:UniRef50_P96063"
"Putative 2-aminoethylphosphonate transport system permease protein PhnU","phnU",9,"GEGEGB_02562","SO:0001217, UniRef:UniRef50_P96064"
"Putative 2-aminoethylphosphonate transport system permease protein PhnV","phnV",9,"GEGEGB_02563","SO:0001217, UniRef:UniRef50_P96065"
"Putative 3-phenylpropionic acid transporter",NA,9,"GEGEGB_00326","SO:0001217, UniRef:UniRef50_A0A656BEX6"
"Putative ABC transporter arginine-binding protein 2",NA,9,"GEGEGB_02110","SO:0001217, UniRef:UniRef50_P30859"
"Putative ABC transporter permease protein YehY","yehY",9,"GEGEGB_00736","SO:0001217, UniRef:UniRef50_I2B7H5"
"Putative NAD(P)-binding protein YraR","yraR",9,"GEGEGB_03351","SO:0001217, UniRef:UniRef50_P45469"
"Putative inner membrane protein",NA,9,"GEGEGB_01614","SO:0001217, UniRef:UniRef50_A0A0H3CHL7"
"Putative membrane protein",NA,9,"GEGEGB_02118","SO:0001217, UniRef:UniRef50_A0A379SGI0"
"Putative nucleoside transporter YegT","yegT",9,"GEGEGB_00760","SO:0001217, UniRef:UniRef50_P76417"
"Putative permease IIC component",NA,9,"GEGEGB_01603","SO:0001217, UniRef:UniRef50_P39365"
"Putative permease PerM","perM",9,"GEGEGB_00396","SO:0001217, UniRef:UniRef50_P0AFI9"
"Putative substrate-binding protein",NA,9,"GEGEGB_00118","SO:0001217, UniRef:UniRef50_A0A377KCN3"
"Putative uncharacterized transporter YgaY","ygaY",9,"GEGEGB_02850","SO:0001217, UniRef:UniRef50_P76628"
"Putrescine ABC transporter membrane protein",NA,9,"GEGEGB_02119","SO:0001217, UniRef:UniRef50_A0A0A8VHL7"
"Putrescine transport ATP-binding protein PotG","potG",9,"GEGEGB_02121","SO:0001217, UniRef:UniRef50_P31134"
"Putrescine transport system permease protein PotH","potH",9,"GEGEGB_02120","SO:0001217, UniRef:UniRef50_P31135"
"Putrescine transporter PotE","potE",9,"GEGEGB_02289","SO:0001217, UniRef:UniRef50_P0AAF1"
"Pyrroloquinoline quinone transporter",NA,9,"GEGEGB_01577","SO:0001217, UniRef:UniRef50_P76115"
"Respiratory nitrate reductase 2 gamma chain",NA,9,"GEGEGB_01762","SO:0001217, UniRef:UniRef50_A0A2X1KL19"
"Ribonucleoside transporter",NA,9,"GEGEGB_03945","SO:0001217, UniRef:UniRef50_A0A377UTS3"
"Ribose import binding protein RbsB","rbsB",9,"GEGEGB_03831","SO:0001217, UniRef:UniRef50_P44737"
"Ribose transport system permease protein rbsC","rbsC",9,"GEGEGB_03832","SO:0001217, UniRef:UniRef50_A0A377PRY9"
"Salt-induced outer membrane protein",NA,9,"GEGEGB_01276","SO:0001217, UniRef:UniRef50_B2VEJ4"
"Serine/threonine transporter SstT","sstT",9,"GEGEGB_03303","SO:0001217, UniRef:UniRef50_P0AGE4"
"Sigma factor-binding protein Crl",NA,9,"GEGEGB_02663","SO:0001217, UniRef:UniRef50_P24251"
"Small-conductance mechanosensitive channel",NA,9,"GEGEGB_03137","SO:0001217, UniRef:UniRef50_P0C0S1"
"Solute-binding protein family 5 domain-containing protein",NA,9,"GEGEGB_03861","SO:0001217, UniRef:UniRef50_A0A6C7I7A3"
"Spermidine/putrescine import ATP-binding protein PotA","potA",9,"GEGEGB_01787","SO:0001217, UniRef:UniRef50_A0A379TF17"
"Spermidine/putrescine transport system permease protein PotB","potB",9,"GEGEGB_01788","SO:0001217, UniRef:UniRef50_P0AFK4"
"Spermidine/putrescine transport system permease protein PotC","potC",9,"GEGEGB_01790","SO:0001217, UniRef:UniRef50_P0AFK6"
"SsrA-binding protein",NA,9,"GEGEGB_02775","SO:0001217, UniRef:UniRef50_P0A832"
"Substrate-binding transport protein",NA,9,"GEGEGB_01195","SO:0001217, UniRef:UniRef50_B7LSL2"
"Sugar efflux transporter",NA,9,"GEGEGB_01518","SO:0001217, UniRef:UniRef50_P31122"
"Sugar efflux transporter B",NA,9,"GEGEGB_00689","SO:0001217, UniRef:UniRef50_P33027"
"Sulfate transport system permease protein CysT","cysT",9,"GEGEGB_00451","SO:0001217, UniRef:UniRef50_P16701"
"Sulfate transporter CysZ","cysZ",9,"GEGEGB_00464","SO:0001217, UniRef:UniRef50_J3DCP0"
"Sulfate transporter YchM","ychM",9,"GEGEGB_01162","SO:0001217, UniRef:UniRef50_A0A377DTE9"
"Sulfate-binding protein",NA,9,"GEGEGB_03742","SO:0001217, UniRef:UniRef50_A0A085JN90"
"Sulfate/thiosulfate import ATP-binding protein CysA","cysA",9,"GEGEGB_00453","SO:0001217, UniRef:UniRef50_P16676"
"Sulphate transport system permease protein CysW","cysW",9,"GEGEGB_00452","SO:0001217, UniRef:UniRef50_Q7VRT7"
"Surface composition regulator",NA,9,"GEGEGB_03271","SO:0001217, UniRef:UniRef50_A0A087FVI7"
"Tetrathionate reductase subunit A",NA,9,"GEGEGB_01324","SO:0001217, UniRef:UniRef50_Q9Z4S6"
"Tetrathionate reductase subunit B",NA,9,"GEGEGB_01326","SO:0001217, UniRef:UniRef50_A0A3S4BWN0"
"Tetrathionate reductase subunit TtrC","ttrC",9,"GEGEGB_01325","SO:0001217, UniRef:UniRef50_A0A7G8QQ32"
"Thiamine ABC transporter ATP-binding protein",NA,9,"GEGEGB_00115","SO:0001217, UniRef:UniRef50_A0A318MR91"
"Thiamine transport system permease protein ThiP","thiP",9,"GEGEGB_00116","SO:0001217, UniRef:UniRef50_A0A8I1W5K3"
"Type 1 fimbrial protein",NA,9,"GEGEGB_00033","SO:0001217, UniRef:UniRef50_A0A764GR16"
"UPF0053 inner membrane protein YfjD","yfjD",9,"GEGEGB_02767","SO:0001217, UniRef:UniRef50_P37908"
"UPF0053 inner membrane protein YgdQ","ygdQ",9,"GEGEGB_03058","SO:0001217, UniRef:UniRef50_P67127"
"UPF0056 inner membrane protein MarC","marC",9,"GEGEGB_01517","SO:0001217, UniRef:UniRef50_P0AEY1"
"UPF0073 inner membrane protein YqfA","yqfA",9,"GEGEGB_03117","SO:0001217, UniRef:UniRef50_P67153"
"UPF0126 inner membrane protein YadS","yadS",9,"GEGEGB_00218","SO:0001217, UniRef:UniRef50_P0AFP0"
"UPF0194 membrane protein YbhG","ybhG",9,"GEGEGB_02179","SO:0001217, UniRef:UniRef50_P75777"
"UPF0208 membrane protein YfbV","yfbV",9,"GEGEGB_00568","SO:0001217, UniRef:UniRef50_P0A8D9"
"UPF0259 membrane protein YciC","yciC",9,"GEGEGB_01736","SO:0001217, UniRef:UniRef50_P21365"
"UPF0266 membrane protein KPN78578_23010",NA,9,"GEGEGB_01107","SO:0001217, UniRef:UniRef50_A6TAZ1"
"UPF0283 membrane protein YcjF","ycjF",9,"GEGEGB_01679","SO:0001217, UniRef:UniRef50_P0A8R7"
"UPF0299 membrane protein YohJ","yohJ",9,"GEGEGB_00719","SO:0001217, UniRef:UniRef50_P60632"
"UPF0387 membrane protein YohO","yohO",9,"GEGEGB_00739","SO:0001217, UniRef:UniRef50_Q2EES6"
"UPF0391 membrane protein YtjA","ytjA",9,"GEGEGB_04852","SO:0001217, UniRef:UniRef50_A0A148H625"
"UPF0702 transmembrane protein YcaP","ycaP",9,"GEGEGB_02062","SO:0001217, UniRef:UniRef50_P75839"
"UPF0719 inner membrane protein YjfL","yjfL",9,"GEGEGB_04659","SO:0001217, UniRef:UniRef50_P0AF80"
"UPF0756 membrane protein YPO3057/y1423/YP_2679",NA,9,"GEGEGB_01223","SO:0001217, UniRef:UniRef50_Q74SD5"
"Uncharacterized MFS-type transporter EH105704_07_01300",NA,9,"GEGEGB_04157","SO:0001217, UniRef:UniRef50_H5V3K5"
"Uncharacterized MFS-type transporter YcaD","ycaD",9,"GEGEGB_02071","SO:0001217, UniRef:UniRef50_P21503"
"Uncharacterized amino acid permease YtnA","ytnA",9,"GEGEGB_02590","SO:0001217, UniRef:UniRef50_O34618"
"Uncharacterized inner membrane transporter YhbE","yhbE",9,"GEGEGB_03385","SO:0001217, UniRef:UniRef50_P0AA73"
"Uncharacterized inner membrane transporter YicL","yicL",9,"GEGEGB_03956","SO:0001217, UniRef:UniRef50_O33787"
"Uncharacterized membrane protein YahN","yahN",9,"GEGEGB_02629","SO:0001217, UniRef:UniRef50_P75693"
"Uncharacterized membrane protein YhdT","yhdT",9,"GEGEGB_03466","SO:0001217, UniRef:UniRef50_P45566"
"Uncharacterized permease HI_1015",NA,9,"GEGEGB_02950","SO:0001217, UniRef:UniRef50_P71364"
"Uncharacterized transporter YaaJ","yaaJ",9,"GEGEGB_00006","SO:0001217, UniRef:UniRef50_P30143"
"Uncharacterized transporter YdhK","ydhK",9,"GEGEGB_01383","SO:0001217, UniRef:UniRef50_P76186"
"Uracil permease",NA,9,"GEGEGB_00392","SO:0001217, UniRef:UniRef50_P0AGM7"
"Virulence factor SrfB","srfB",9,"GEGEGB_01584","SO:0001217, UniRef:UniRef50_F4MZ40"
"Vitamin B12 import ATP-binding protein BtuD","btuD",9,"GEGEGB_01292","SO:0001217, UniRef:UniRef50_P06611"
"Vitamin B12 import system permease protein BtuC","btuC",9,"GEGEGB_01290","SO:0001217, UniRef:UniRef50_P06609"
"Vitamin B12 receptor protein",NA,9,"GEGEGB_03677","SO:0001217, UniRef:UniRef50_A0A379SA30"
"Vitamin B12-binding protein",NA,9,"GEGEGB_00219","SO:0001217, UniRef:UniRef50_P37028"
"Voltage gated chloride channel protein",NA,9,"GEGEGB_01483","SO:0001217, UniRef:UniRef50_A0A379S512"
"YmiA family membrane protein","ymiA",9,"GEGEGB_01713","SO:0001217, UniRef:UniRef50_A0A9Q7ZRY0"
"Zinc import ATP-binding protein ZnuC","znuC",9,"GEGEGB_01048","SO:0001217, UniRef:UniRef50_Q89AJ0"
"Zinc transporter ZitB","zitB",9,"GEGEGB_02230","SO:0001217, UniRef:UniRef50_Q8ZGY6"
"Zinc transporter ZupT","zupT",9,"GEGEGB_03265","SO:0001217, UniRef:UniRef50_P0A8H3"
"[Citrate [pro-3S]-lyase] ligase",NA,9,"GEGEGB_02358","SO:0001217, UniRef:UniRef50_P77390"
"[citrate (Pro-3S)-lyase] ligase",NA,9,"GEGEGB_00063","SO:0001217, UniRef:UniRef50_A0A379WFG3"
"anaerobic C4-dicarboxylate transporter DcuA","dcuA",9,"GEGEGB_04612","BlastRules:WP_000961959, SO:0001217, UniRef:UniRef50_P0ABN5"
"anaerobic C4-dicarboxylate transporter DcuB","dcuB",9,"GEGEGB_04435","BlastRules:WP_000899522, SO:0001217, UniRef:UniRef50_Q6D6Z6"
"autoinducer 2 ABC transporter permease LsrD","lsrD",9,"GEGEGB_03729","BlastRules:WP_001681907, SO:0001217, UniRef:UniRef50_Q8ZKQ2"
"autotransporter assembly complex protein TamA","tamA",9,"GEGEGB_04699","BlastRules:WP_001120231, SO:0001217, UniRef:UniRef50_E1WAU4"
"autotransporter assembly complex protein TamB","tamB",9,"GEGEGB_04700","BlastRules:WP_000060815, SO:0001217, UniRef:UniRef50_E0SEC3"
"bifunctional 2-methylcitrate dehydratase/aconitate hydratase",NA,9,"GEGEGB_02624","BlastRules:WP_001272709, SO:0001217, UniRef:UniRef50_Q937N6"
"branched chain amino acid ABC transporter permease LivM","livM",9,"GEGEGB_04176","BlastRules:WP_000803813, EC:7.4.2.2, SO:0001217, UniRef:UniRef50_A0A5E6WZX2"
"citrate lyase acyl carrier protein 1",NA,9,"GEGEGB_02359","BlastRules:WP_000700679, SO:0001217, UniRef:UniRef50_P69330"
"citrate/sodium symporter CitS","citS",9,"GEGEGB_00062","BlastRules:WP_000183602, BlastRules:WP_004151375, SO:0001217, UniRef:UniRef50_P31602"
"dipeptide ABC transporter ATP-binding subunit DppF","dppF",9,"GEGEGB_04101","BlastRules:WP_000107012, EC:7.4.2.-, SO:0001217, UniRef:UniRef50_P37313"
"ferrienterobactin ABC transporter ATPase","fepC",9,"GEGEGB_02395","SO:0001217, UniRef:UniRef50_A0A0Q6SLX6, VFDB:VFC0272, VFDB:VFG000925"
"ferrioxamine B receptor FoxA","foxA",9,"GEGEGB_02630","BlastRules:WP_001127727, SO:0001217, UniRef:UniRef50_A0A3S4JDP1"
