# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_33	cds	23476	24327	+	PAPNPA_00584	496.0	9.1e-178	0.996	1.0	0.865	UniRef:UniRef50_A0A3M1KLE3
contig_33	cds	24593	25540	+	PAPNPA_00585	608.0	2.0e-223	1.0	1.0	0.994	BlastRules:WP_001298109
contig_33	cds	25692	27350	+	PAPNPA_00586	681.0	1.5e-242	0.801	0.855	0.853	UniRef:UniRef50_A0A377DTE9
contig_33	cds	27395	27673	-	PAPNPA_00587	176.0	2.2e-57	1.185	1.0	0.835	UniRef:UniRef50_P0AB49
contig_33	cds	27949	28533	+	PAPNPA_00588	284.0	2.7e-96	0.985	0.816	0.707	UniRef:UniRef50_P0A7D1
contig_33	cds	28650	29741	+	PAPNPA_00589	513.0	8.1e-182	1.0	0.973	0.686	UniRef:UniRef50_P57288
contig_33	cds	30475	31128	+	PAPNPA_00590	384.0	1.4e-135	1.0	0.952	0.940	UniRef:UniRef50_B5F4G4
contig_33	cds	31167	31622	+	PAPNPA_00591	289.0	3.4e-100	0.987	0.903	0.980	UniRef:UniRef50_A0A605HM42
contig_33	cds	32106	33371	-	PAPNPA_00592	863.0	0.0	1.024	1.0	0.958	UniRef:UniRef50_S5MWW6
contig_33	cds	33866	34984	+	PAPNPA_00593	558.0	7.6e-199	0.925	0.854	0.738	UniRef:UniRef50_P31892
contig_33	cds	34981	36774	+	PAPNPA_00594	775.0	9.8e-278	1.003	0.998	0.606	UniRef:UniRef50_A0A711MED0
contig_33	cds	36793	37524	+	PAPNPA_00595	447.0	5.1e-160	1.004	1.0	0.861	UniRef:UniRef50_A0A086XVW4
contig_33	cds	37521	38117	+	PAPNPA_00596	378.0	1.2e-133	1.096	1.0	0.903	UniRef:UniRef50_P19930
contig_33	cds	38107	38511	+	PAPNPA_00597	267.0	5.1e-92	1.0	0.887	0.970	UniRef:UniRef50_P19931
contig_33	cds	38508	39356	+	PAPNPA_00598	566.0	1.5e-204	0.996	0.819	0.986	UniRef:UniRef50_P19932
contig_33	cds	39431	40975	+	PAPNPA_00599	600.0	5.0e-211	0.975	0.904	0.599	UniRef:UniRef50_P26459
contig_33	cds	40987	42123	+	PAPNPA_00600	736.0	1.2e-269	1.024	1.0	0.972	UniRef:UniRef50_A0A344R1E1
contig_33	cds	42136	42225	+	PAPNPA_00601	50.8	1.6e-09	0.931	0.900	0.889	UniRef:UniRef50_Q32HS8
contig_33	cds	42620	43894	+	PAPNPA_00602	548.0	2.3e-193	0.995	0.948	0.626	UniRef:UniRef50_N9C2I3
contig_33	cds	44108	45820	+	PAPNPA_00603	777.0	3.7e-279	0.977	0.951	0.675	UniRef:UniRef50_W0HQK1
contig_33	cds	45883	46137	-	PAPNPA_00604	132.0	1.9e-40	0.893	0.882	0.920	UniRef:UniRef50_A0A653L0T6
contig_33	cds	46306	47040	+	PAPNPA_00605	477.0	1.1e-173	1.0	1.0	0.996	BlastRules:WP_000017421
contig_33	cds	47054	47665	-	PAPNPA_00606	375.0	4.1e-132	1.0	0.842	0.892	UniRef:UniRef50_P0C960
contig_33	cds	47837	48751	+	PAPNPA_00607	478.0	2.0e-169	1.164	1.0	0.692	UniRef:UniRef50_P76008
contig_33	cds	48848	50581	+	PAPNPA_00608	736.0	7.0e-262	0.993	0.876	0.667	UniRef:UniRef50_Q87KV8
contig_33	cds	50643	51713	-	PAPNPA_00609	404.0	1.1e-138	0.986	0.900	0.527	UniRef:UniRef50_P29012
contig_33	cds	51727	53025	-	PAPNPA_00610	606.0	3.2e-216	1.028	1.002	0.671	UniRef:UniRef50_D3VHC6
contig_33	cds	53348	54880	+	PAPNPA_00611	737.0	1.4e-265	0.971	0.956	0.713	UniRef:UniRef50_Q5P166
contig_33	cds	54927	55646	-	PAPNPA_00612	286.0	6.3e-96	0.983	0.907	0.587	UniRef:UniRef50_D4ZL83
contig_33	cds	55866	57410	+	PAPNPA_00613	836.0	1.8e-303	0.996	0.869	0.848	UniRef:UniRef50_P0AFA7
contig_33	cds	57552	58082	+	PAPNPA_00614	364.0	2.5e-129	1.0	1.0	0.994	UniRef:UniRef50_M4U622
contig_33	cds	58191	58532	+	PAPNPA_00615	169.0	9.1e-54	1.0	0.919	0.673	UniRef:UniRef50_A0A1T5HY09
contig_33	cds	58603	58776	-	PAPNPA_00616	104.0	6.8e-30	0.982	0.862	1.0	UniRef:UniRef50_P64267
contig_33	cds	58968	59105	-	PAPNPA_00617	85.9	5.3e-23	1.0	1.0	0.978	UniRef:UniRef50_A9MP53
contig_33	cds	59457	59903	-	PAPNPA_00618	288.0	3.2e-100	0.993	1.0	0.884	UniRef:UniRef50_A0A7L6CKX3
contig_33	cds	59996	60655	-	PAPNPA_00619	381.0	6.9e-134	1.0	0.823	0.831	UniRef:UniRef50_P76004
contig_33	cds	60705	60998	-	PAPNPA_00620	156.0	2.6e-49	0.938	0.812	0.835	UniRef:UniRef50_A8AFR0
contig_34	cds	99	1046	+	PAPNPA_00621	560.0	6.5e-201	1.0	0.825	0.892	UniRef:UniRef50_UPI002265AAC3
contig_34	cds	1323	1928	-	PAPNPA_00622	300.0	4.8e-103	1.020	0.967	0.859	UniRef:UniRef50_Q6D1I9
contig_34	cds	1928	2821	-	PAPNPA_00623	367.0	2.6e-126	0.980	0.918	0.619	UniRef:UniRef50_Q6D1J0
contig_34	cds	3087	3710	-	PAPNPA_00624	242.0	6.4e-80	0.928	0.937	0.568	UniRef:UniRef50_A0A1B9N5E7
contig_34	ncRNA	3791	3933	+	PAPNPA_00625	157.0	6.4e-25	-	-	-	RFAM:RF01396
contig_34	cds	3932	4198	-	PAPNPA_00626	167.0	3.6e-56	1.0	1.0	0.977	IS:ISKpn53
contig_34	cds	4534	6081	-	PAPNPA_00627	813.0	1.4e-295	1.0	0.990	0.781	UniRef:UniRef50_A0A855ENZ3
contig_34	cds	6081	11039	-	PAPNPA_00628	1613.0	0.0	1.006	0.992	0.507	UniRef:UniRef50_D3VA54
contig_34	cds	11298	11756	+	PAPNPA_00629	-	-	-	-	-	-
contig_34	cds	11842	12300	+	PAPNPA_00630	202.0	2.5e-65	1.092	0.902	0.620	UniRef:UniRef50_A0A097QYR1
contig_34	cds	12309	12791	+	PAPNPA_00631	197.0	1.7e-63	0.963	0.880	0.643	UniRef:UniRef50_A0AAD1X3I4
contig_34	cds	12800	13021	+	PAPNPA_00632	81.6	1.1e-20	1.0	1.237	0.589	UniRef:UniRef50_A0A744Q6P8
contig_34	cds	13040	13357	+	PAPNPA_00633	125.0	2.6e-37	0.810	0.966	0.635	UniRef:UniRef50_B1LDL8
contig_34	cds	13378	13707	+	PAPNPA_00634	137.0	2.4e-41	0.936	0.911	0.657	UniRef:UniRef50_S4YSN0
contig_34	cds	14422	14778	-	PAPNPA_00635	-	-	1.0	0.659	0.975	NCBIProtein:AAL21656.1
contig_34	cds	15029	16531	-	PAPNPA_00636	515.0	1.5e-178	0.986	1.004	0.696	UniRef:UniRef50_I0LF45
contig_34	cds	16895	17467	-	PAPNPA_00637	368.0	1.8e-132	1.0	1.0	1.0	BlastRules:WP_000190912
contig_34	cds	18157	19272	+	PAPNPA_00638	-	-	1.0	1.0	0.868	NCBIProtein:EOW04219.1
contig_34	cds	19353	23009	+	PAPNPA_00639	-	-	0.993	0.988	0.802	NCBIProtein:AUH19662.1
contig_34	cds	23119	24363	+	PAPNPA_00640	754.0	2.5e-275	1.0	0.981	0.925	UniRef:UniRef50_A9MG41
contig_34	cds	24395	25330	+	PAPNPA_00641	338.0	1.7e-114	0.923	0.867	0.589	UniRef:UniRef50_A0A3N2EU85
contig_34	cds	25372	27546	-	PAPNPA_00642	895.0	0.0	1.015	0.957	0.627	UniRef:UniRef50_S6BLS3
contig_34	cds	28077	28388	-	PAPNPA_00643	150.0	8.9e-47	1.019	0.938	0.705	UniRef:UniRef50_A0A637CPH8
contig_34	cds	28583	29635	-	PAPNPA_00644	-	-	-	-	-	-
contig_34	cds	30154	31083	+	PAPNPA_00645	620.0	2.4e-228	1.0	1.0	0.987	BlastRules:WP_000178733
contig_34	cds	31377	32273	+	PAPNPA_00646	598.0	6.9e-220	1.0	1.0	0.960	VFDB:VFG002302
contig_34	cds	32642	32773	+	PAPNPA_00647	-	-	-	-	-	-
contig_34	cds	32789	32902	+	PAPNPA_00648	70.5	4.4e-17	1.0	0.902	0.838	UniRef:UniRef50_S5NI77
contig_34	cds	32995	34008	-	PAPNPA_00649	430.0	4.8e-150	0.985	0.971	0.630	UniRef:UniRef50_A0A2X4V224
contig_34	cds	34141	35556	-	PAPNPA_00650	588.0	1.9e-207	0.987	0.884	0.667	UniRef:UniRef50_Q8ZMM5
contig_34	cds	35543	36217	-	PAPNPA_00651	399.0	6.0e-141	1.0	0.907	0.915	UniRef:UniRef50_P0CL17
contig_34	cds	36372	37349	+	PAPNPA_00652	604.0	4.3e-218	0.988	0.819	0.950	UniRef:UniRef50_A0A379WNZ3
contig_34	cds	37364	37795	+	PAPNPA_00653	189.0	7.4e-61	0.958	0.820	0.693	UniRef:UniRef50_C7BT73
contig_34	cds	37806	39320	+	PAPNPA_00654	768.0	3.7e-277	1.119	0.988	0.748	UniRef:UniRef50_K2LWJ3
contig_34	cds	39623	40600	+	PAPNPA_00655	441.0	1.0e-154	0.972	0.963	0.668	UniRef:UniRef50_A0A4D6X3P5
contig_34	cds	40626	41894	+	PAPNPA_00656	782.0	5.7e-286	0.929	0.867	0.992	UniRef:UniRef50_P37339
contig_34	cds	41916	43364	+	PAPNPA_00657	828.0	2.8e-303	0.880	0.968	1.0	UniRef:UniRef50_A0A2X1KUK3
contig_34	cds	43379	44662	+	PAPNPA_00658	668.0	1.6e-242	0.810	1.0	0.997	UniRef:UniRef50_A0A377C5I6
contig_34	cds	44796	46196	+	PAPNPA_00659	581.0	1.8e-204	0.991	0.877	0.667	UniRef:UniRef50_A0AA37RPK3
contig_34	cds	46238	46915	+	PAPNPA_00660	385.0	1.0e-135	1.0	0.978	0.858	UniRef:UniRef50_A0A8B6IVD5
contig_34	cds	46937	47386	-	PAPNPA_00661	278.0	3.8e-98	1.0	1.0	0.940	BlastRules:WP_000522415
contig_34	cds	47486	47644	-	PAPNPA_00662	-	-	-	-	-	-
contig_34	cds	47827	48126	+	PAPNPA_00663	139.0	1.9e-42	0.960	0.856	0.747	UniRef:UniRef50_A0A2X2GFC0
contig_34	cds	48136	48663	+	PAPNPA_00664	233.0	4.2e-77	0.994	0.892	0.701	UniRef:UniRef50_B5RDC8
contig_34	cds	48742	48921	+	PAPNPA_00665	102.0	4.1e-29	0.881	0.825	0.923	UniRef:UniRef50_A0A379UTP8
contig_34	cds	49010	49411	-	PAPNPA_00666	172.0	4.0e-54	0.992	0.825	0.689	UniRef:UniRef50_P18818
contig_34	cds	50310	50759	+	PAPNPA_00667	286.0	2.4e-101	1.0	1.0	0.993	BlastRules:WP_000492669
contig_34	cds	50794	51144	-	PAPNPA_00668	207.0	4.4e-69	0.966	0.982	0.866	UniRef:UniRef50_C5BEX5
contig_34	cds	51306	51632	+	PAPNPA_00669	152.0	1.1e-47	0.852	0.989	0.859	UniRef:UniRef50_A0A379T9Q4
contig_34	cds	51716	53050	-	PAPNPA_00670	707.0	3.9e-256	0.998	0.993	0.797	UniRef:UniRef50_A0A6C6Z604
contig_34	cds	53139	53570	+	PAPNPA_00671	162.0	1.4e-50	0.972	0.986	0.568	UniRef:UniRef50_A0A1D9LHG9
contig_34	cds	53842	54087	+	PAPNPA_00672	129.0	5.7e-39	1.0	0.942	0.765	UniRef:UniRef50_I2B677
contig_34	cds	54084	54494	+	PAPNPA_00673	167.0	3.2e-52	0.993	0.894	0.563	UniRef:UniRef50_A0A133ZD35
contig_34	cds	54494	56611	+	PAPNPA_00674	967.0	0.0	1.223	0.980	0.588	UniRef:UniRef50_P9WH75
contig_34	cds	56622	57581	+	PAPNPA_00675	444.0	2.7e-156	0.984	0.978	0.697	UniRef:UniRef50_A0A2I1IMZ3
contig_34	cds	57936	59138	+	PAPNPA_00676	735.0	2.3e-267	1.0	0.857	0.950	UniRef:UniRef50_P14175
contig_34	cds	59131	60195	+	PAPNPA_00677	384.0	5.2e-131	0.881	0.825	0.654	UniRef:UniRef50_A0A3N2R1M8
contig_34	cds	60265	61260	+	PAPNPA_00678	631.0	7.3e-229	0.985	0.860	0.923	UniRef:UniRef50_Q8ZML1
contig_34	cds	61425	62609	+	PAPNPA_00679	638.0	2.5e-229	0.970	0.825	0.927	UniRef:UniRef50_P76628
contig_34	cds	63106	63636	+	PAPNPA_00680	211.0	1.9e-68	0.960	0.923	0.645	UniRef:UniRef50_A0A1T4N4P6
contig_34	cds	63763	64935	+	PAPNPA_00681	501.0	1.8e-175	1.179	1.0	0.611	UniRef:UniRef50_P27303
contig_34	cds	64952	66490	+	PAPNPA_00682	964.0	0.0	1.0	1.0	0.957	BlastRules:WP_001295176
contig_34	cds	66539	67909	-	PAPNPA_00683	570.0	1.5e-201	1.007	1.018	0.614	UniRef:UniRef50_A7MPW9
contig_34	ncRNA	68058	68232	+	PAPNPA_00684	223.7	2.1e-31	-	-	-	RFAM:RF02073
contig_34	cds	68255	68770	-	PAPNPA_00685	318.0	6.4e-111	1.0	0.859	0.906	UniRef:UniRef50_Q9PN97
contig_34	ncRNA	68838	68910	+	PAPNPA_00686	83.6	2.7e-14	-	-	-	RFAM:RF00078
contig_34	cds	68920	70476	-	PAPNPA_00687	953.0	0.0	1.0	0.917	0.896	UniRef:UniRef50_P0A6W9
contig_34	cds	70553	70978	-	PAPNPA_00688	273.0	7.2e-94	0.993	0.864	0.964	UniRef:UniRef50_H5V5Y4
contig_34	cds	70975	71541	-	PAPNPA_00689	227.0	1.9e-74	1.027	0.990	0.611	UniRef:UniRef50_A0A085G4E0
contig_34	tRNA	71771	71847	-	PAPNPA_00690	85.1	-	-	-	-	-
contig_34	tRNA	71910	71986	-	PAPNPA_00691	85.1	-	-	-	-	-
contig_34	tRNA	72049	72125	-	PAPNPA_00692	85.1	-	-	-	-	-
contig_35	cds	45	209	-	PAPNPA_00693	73.6	9.6e-18	1.0	0.831	0.722	UniRef:UniRef50_A0A4Z0L2C4
contig_35	cds	494	1216	-	PAPNPA_00694	457.0	4.9e-166	1.0	1.0	0.967	BlastRules:WP_000182072
contig_35	cds	1901	2296	+	PAPNPA_00695	251.0	9.7e-86	0.954	0.856	0.984	UniRef:UniRef50_V1GUM1
contig_35	cds	2624	3100	+	PAPNPA_00696	-	-	-	-	-	-
contig_35	cds	3362	3535	-	PAPNPA_00697	-	-	-	-	-	-
contig_35	cds	5163	5366	+	PAPNPA_00698	126.0	2.3e-38	1.0	0.971	0.970	UniRef:UniRef50_A0A5W0MTY2
contig_35	cds	6063	7076	+	PAPNPA_00699	644.0	5.2e-234	1.0	0.923	0.988	UniRef:UniRef50_A0A636VSE9
contig_35	cds	7421	7933	+	PAPNPA_00700	259.0	1.8e-87	0.982	0.835	0.719	UniRef:UniRef50_A0A655CXM1
contig_35	cds	8905	11220	-	PAPNPA_00701	783.0	5.5e-275	0.944	0.917	0.798	UniRef:UniRef50_D0ZVG2
contig_35	cds	12959	15055	+	PAPNPA_00702	-	-	-	-	-	-
contig_35	cds	15419	23650	-	PAPNPA_00703	3972.0	0.0	1.170	1.026	0.676	UniRef:UniRef50_A0A0P0ZGX9
contig_35	cds	23725	25053	-	PAPNPA_00704	534.0	1.9e-187	1.036	1.007	0.631	UniRef:UniRef50_A0A5U8JCZ0
contig_35	cds	25064	25315	-	PAPNPA_00705	-	-	-	-	-	-
contig_35	cds	25328	25723	-	PAPNPA_00706	209.0	7.1e-69	0.939	0.804	0.846	UniRef:UniRef50_W0LIL9
contig_35	cds	25736	26386	-	PAPNPA_00707	222.0	8.4e-72	0.977	0.955	0.578	UniRef:UniRef50_A0A096XET0
contig_35	cds	26446	26817	-	PAPNPA_00708	172.0	8.0e-55	0.992	0.917	0.656	UniRef:UniRef50_A0A756I000
contig_35	cds	26820	28322	-	PAPNPA_00709	687.0	9.5e-246	1.080	1.013	0.689	UniRef:UniRef50_S1PH29
contig_35	cds	28319	29950	-	PAPNPA_00710	837.0	1.8e-303	1.048	1.0	0.735	UniRef:UniRef50_A0A5U8JFC6
contig_35	cds	30825	31259	-	PAPNPA_00711	-	-	-	-	-	-
contig_35	cds	31557	31769	-	PAPNPA_00712	-	-	-	-	-	-
contig_35	cds	31848	32222	-	PAPNPA_00713	179.0	1.9e-57	0.976	0.858	0.702	UniRef:UniRef50_A9ML80
contig_35	cds	32543	33187	-	PAPNPA_00714	389.0	3.9e-138	0.897	0.941	0.990	UniRef:UniRef50_A0A5U3HRL5
contig_35	cds	33304	33882	-	PAPNPA_00715	288.0	2.3e-98	0.990	0.868	0.689	UniRef:UniRef50_A0A7U6BHT9
contig_35	cds	33892	35613	-	PAPNPA_00716	-	-	-	-	-	-
contig_35	cds	35610	36263	-	PAPNPA_00717	302.0	2.9e-103	1.005	0.991	0.633	UniRef:UniRef50_C5BA61
contig_35	cds	36263	36826	-	PAPNPA_00718	195.0	1.2e-61	1.0	0.839	0.540	UniRef:UniRef50_A0A2H3LR55
contig_35	cds	36810	37262	-	PAPNPA_00719	176.0	8.9e-56	0.973	0.961	0.733	UniRef:UniRef50_A0A5U3IHE1
contig_35	cds	37319	37732	-	PAPNPA_00720	176.0	6.9e-56	1.007	1.0	0.623	UniRef:UniRef50_A0A1V8P418
contig_35	cds	37794	39008	-	PAPNPA_00721	405.0	8.0e-138	1.037	1.005	0.511	UniRef:UniRef50_D0IHE7
contig_35	cds	39062	40060	-	PAPNPA_00722	609.0	1.6e-220	1.0	0.910	1.0	UniRef:UniRef50_A0A5U3IHT5
contig_35	cds	40202	42349	-	PAPNPA_00723	659.0	2.4e-228	0.866	0.867	0.536	UniRef:UniRef50_A0A0U2V3V9
contig_35	cds	42349	44061	-	PAPNPA_00724	593.0	7.7e-207	0.954	0.936	0.553	UniRef:UniRef50_A0AAE8C8N9
contig_35	cds	44042	44395	-	PAPNPA_00725	-	-	-	-	-	-
contig_35	cds	44470	44835	-	PAPNPA_00726	-	-	-	-	-	-
contig_35	cds	44906	45088	-	PAPNPA_00727	-	-	-	-	-	-
contig_35	cds	45305	45769	-	PAPNPA_00728	256.0	8.8e-87	1.0	0.895	0.870	UniRef:UniRef50_A0A5Y3VZZ0
contig_35	cds	45771	45869	-	PAPNPA_00729	-	-	-	-	-	-
contig_35	cds	46077	46616	-	PAPNPA_00730	358.0	9.1e-127	0.989	0.932	0.960	UniRef:UniRef50_A0A0H3FIG5
contig_35	cds	46594	46902	-	PAPNPA_00731	174.0	1.5e-56	0.882	1.0	0.956	UniRef:UniRef50_A0A731XZK9
contig_35	cds	47074	47613	+	PAPNPA_00732	358.0	1.2e-126	1.0	1.0	0.983	UniRef:UniRef50_A0A0F6B0A9
contig_35	cds	47625	47843	-	PAPNPA_00733	144.0	2.8e-45	1.0	0.867	1.0	UniRef:UniRef50_A0A5U3I4D7
contig_35	ncRNA	47919	48136	-	PAPNPA_00734	102.3	3.5e-17	-	-	-	RFAM:RF02076
contig_35	cds	48486	50954	+	PAPNPA_00735	1311.0	0.0	1.077	1.002	0.764	UniRef:UniRef50_A9MG71
contig_35	cds	51067	51429	-	PAPNPA_00736	194.0	5.0e-63	1.250	0.938	0.640	UniRef:UniRef50_D3V340
contig_35	cds	51439	51747	-	PAPNPA_00737	-	-	-	-	-	-
contig_35	cds	51729	51923	-	PAPNPA_00738	-	-	-	-	-	-
contig_35	cds	51920	52519	-	PAPNPA_00739	343.0	4.5e-120	1.0	0.921	0.824	UniRef:UniRef50_Q8Z609
contig_35	cds	52583	52831	-	PAPNPA_00740	159.0	1.1e-50	1.0	0.837	0.927	UniRef:UniRef50_G5SAN3
contig_35	cds	53081	53236	-	PAPNPA_00741	82.0	3.3e-21	0.980	0.833	0.860	UniRef:UniRef50_L0M326
contig_35	ncRNA	53231	53404	-	PAPNPA_00742	107.5	1.4e-17	-	-	-	RFAM:RF01794
contig_35	cds	53440	53712	-	PAPNPA_00743	-	-	-	-	-	-
contig_35	cds	53709	54104	-	PAPNPA_00744	239.0	2.4e-81	0.939	0.918	0.959	UniRef:UniRef50_A0A7Z1QEU1
contig_35	cds	54117	54578	-	PAPNPA_00745	257.0	2.8e-87	0.987	0.888	0.748	UniRef:UniRef50_A0A3P8J2G8
contig_35	cds	54571	55578	-	PAPNPA_00746	454.0	2.2e-159	1.021	1.009	0.699	UniRef:UniRef50_A0A0J1LY67
contig_35	cds	55625	56119	-	PAPNPA_00747	286.0	1.0e-98	1.0	0.927	0.896	UniRef:UniRef50_A0A403QQ77
contig_35	cds	56106	56360	-	PAPNPA_00748	-	-	-	-	-	-
contig_35	cds	56525	56857	+	PAPNPA_00749	-	-	-	-	-	-
contig_35	cds	57158	57382	+	PAPNPA_00750	-	-	-	-	-	-
contig_35	cds	57802	58086	+	PAPNPA_00751	173.0	2.7e-56	0.936	0.907	0.943	UniRef:UniRef50_A0A3Z4X2J5
contig_35	cds	58161	58496	+	PAPNPA_00752	-	-	-	-	-	-
contig_35	cds	58637	61651	+	PAPNPA_00753	1308.0	0.0	1.053	0.992	0.665	UniRef:UniRef50_A0A4V1HP60
contig_35	cds	61664	62758	+	PAPNPA_00754	391.0	8.1e-134	0.959	0.938	0.596	UniRef:UniRef50_A0A756I5M3
contig_35	cds	62794	63114	+	PAPNPA_00755	150.0	1.3e-46	0.925	0.817	0.633	UniRef:UniRef50_A0A3A6RZQ4
contig_35	cds	63107	63439	+	PAPNPA_00756	215.0	2.7e-72	1.0	1.0	0.991	UniRef:UniRef50_A0A5V9CYA6
contig_35	cds	63436	64062	+	PAPNPA_00757	384.0	5.0e-136	1.005	1.0	0.914	UniRef:UniRef50_A0A735NJH6
contig_35	cds	64050	64229	+	PAPNPA_00758	-	-	-	-	-	-
contig_35	cds	64328	64744	+	PAPNPA_00759	269.0	1.0e-92	0.906	0.828	0.960	UniRef:UniRef50_A0A379S1I4
contig_35	cds	65069	66148	+	PAPNPA_00760	543.0	8.0e-194	1.0	1.0	0.738	UniRef:UniRef50_A0A379S421
contig_35	ncRNA	66275	66419	+	PAPNPA_00761	179.2	1.9e-27	-	-	-	RFAM:RF00101
contig_35	ncRNA	66279	66378	-	PAPNPA_00762	116.2	9.9e-19	-	-	-	RFAM:RF00111
contig_35	cds	66522	66875	-	PAPNPA_00763	184.0	8.4e-60	0.957	0.842	0.839	UniRef:UniRef50_P64506
contig_35	cds	66892	67767	-	PAPNPA_00764	379.0	2.6e-131	0.997	0.983	0.645	UniRef:UniRef50_P76278
contig_35	cds	67768	68142	-	PAPNPA_00765	140.0	2.0e-42	0.968	0.952	0.617	UniRef:UniRef50_P0AA57
contig_35	cds	68280	68510	+	PAPNPA_00766	99.0	4.7e-27	1.0	0.800	0.684	UniRef:UniRef50_A0A1V2BHY2
contig_35	cds	68618	69274	+	PAPNPA_00767	424.0	3.9e-151	1.170	1.0	0.847	UniRef:UniRef50_P76280
contig_35	cds	69298	69996	+	PAPNPA_00768	483.0	5.3e-174	1.0	0.932	1.0	UniRef:UniRef50_A0A380SI36
contig_35	cds	70031	72082	-	PAPNPA_00769	1008.0	0.0	0.997	0.914	0.690	UniRef:UniRef50_P24555
contig_35	cds	72296	72955	-	PAPNPA_00770	296.0	1.3e-100	1.041	0.987	0.684	UniRef:UniRef50_P33218
contig_35	cds	73049	73402	-	PAPNPA_00771	224.0	1.5e-75	1.0	0.900	0.983	UniRef:UniRef50_Q8ZNW7
contig_35	cds	73470	73760	-	PAPNPA_00772	-	-	-	-	-	-
contig_35	cds	73891	75069	+	PAPNPA_00773	433.0	2.6e-149	1.005	0.983	0.609	UniRef:UniRef50_B8GRA4
contig_35	cds	75169	75810	-	PAPNPA_00774	398.0	1.9e-143	0.995	0.995	0.972	BlastRules:WP_000800512
contig_35	cds	75848	77659	-	PAPNPA_00775	936.0	0.0	0.811	0.998	0.949	UniRef:UniRef50_A0A376W7S0
contig_35	cds	77894	79369	-	PAPNPA_00776	961.0	0.0	1.0	0.841	0.957	UniRef:UniRef50_P0AC53
contig_35	cds	79711	80580	+	PAPNPA_00777	279.0	3.7e-92	0.962	0.972	0.514	UniRef:UniRef50_Q8EE97
contig_35	cds	80989	81402	-	PAPNPA_00778	-	-	-	-	-	-
contig_36	cds	84	440	+	PAPNPA_00779	150.0	2.6e-46	0.975	0.827	0.678	UniRef:UniRef50_Q2RNH9
contig_36	ncRNA-region	556	679	+	-	69.4	5.7e-10	-	-	-	RFAM:RF01859
contig_36	cds	742	1725	+	PAPNPA_00780	436.0	1.2e-151	1.034	0.828	0.651	UniRef:UniRef50_Q6ANC1
contig_36	cds	1741	4128	+	PAPNPA_00781	1315.0	0.0	1.088	1.0	0.766	UniRef:UniRef50_P07395
contig_36	cds	4133	4432	+	PAPNPA_00782	129.0	3.0e-38	0.970	0.821	0.719	UniRef:UniRef50_P0A6X7
contig_36	ncRNA	4433	4634	+	PAPNPA_00783	262.1	6.1e-40	-	-	-	RFAM:RF02082
contig_36	cds	4635	5615	+	PAPNPA_00784	568.0	4.0e-204	0.991	0.852	0.916	UniRef:UniRef50_P06609
contig_36	cds	5707	6258	+	PAPNPA_00785	288.0	2.0e-98	1.0	0.810	0.743	UniRef:UniRef50_P06610
contig_36	cds	6258	7007	+	PAPNPA_00786	308.0	3.6e-104	1.0	0.902	0.631	UniRef:UniRef50_P06611
contig_36	cds	7084	7548	+	PAPNPA_00787	209.0	4.3e-68	1.006	0.812	0.639	UniRef:UniRef50_P23898
contig_36	cds	7862	8575	+	PAPNPA_00788	460.0	2.3e-167	1.0	1.0	0.996	BlastRules:WP_000561998
contig_36	cds	8637	10079	+	PAPNPA_00789	934.0	0.0	1.054	1.0	0.937	UniRef:UniRef50_Q8ZPS5
contig_36	cds	10114	10305	-	PAPNPA_00790	-	-	-	-	-	-
contig_36	cds	10462	11508	-	PAPNPA_00791	647.0	1.0e-237	1.0	1.0	0.908	BlastRules:WP_001082219
contig_36	cds	11664	12497	-	PAPNPA_00792	526.0	6.2e-192	1.0	1.0	0.971	BlastRules:WP_000368046
contig_36	cds	12834	15212	+	PAPNPA_00793	1326.0	0.0	1.080	0.991	0.793	UniRef:UniRef50_P23538
contig_36	cds	15254	16894	-	PAPNPA_00794	821.0	6.2e-297	0.987	0.923	0.729	UniRef:UniRef50_S3BYF4
contig_36	cds	16984	17277	-	PAPNPA_00795	131.0	1.7e-39	1.052	0.962	0.627	UniRef:UniRef50_A0A120M097
contig_36	cds	17274	18560	-	PAPNPA_00796	665.0	1.4e-239	1.056	1.0	0.765	UniRef:UniRef50_P77337
contig_36	cds	18617	19552	-	PAPNPA_00797	442.0	7.5e-155	1.0	0.854	0.717	UniRef:UniRef50_P77378
contig_36	cds	19574	20338	-	PAPNPA_00798	483.0	4.5e-173	1.0	0.867	0.996	UniRef:UniRef50_P60566
contig_36	cds	20801	21691	+	PAPNPA_00799	477.0	1.3e-169	1.051	0.966	0.762	UniRef:UniRef50_P77402
contig_36	cds	21767	22918	-	PAPNPA_00800	737.0	1.5e-269	1.0	0.941	0.950	UniRef:UniRef50_P0A9U8
contig_36	cds	22932	24527	-	PAPNPA_00801	1044.0	0.0	0.996	0.969	1.0	UniRef:UniRef50_A0A655C3E3
contig_36	cds	24682	25440	-	PAPNPA_00802	476.0	2.6e-170	1.0	0.878	0.996	UniRef:UniRef50_P58687
contig_36	cds	25485	26351	-	PAPNPA_00803	530.0	4.1e-191	1.0	0.960	0.910	UniRef:UniRef50_P0A6D5
